ID,econ_hard,sex,age,race,depress,mastery,treat,employ,occp,marital,educ,income,jobseek_se
304,3.329999924,0,40.29862976,0,1.090909123,4.183333397,0,1,professionals,married,somcol,25t39k,4.5
305,4,0,47.79999924,0,1.818181872,4.102777958,1,1,manegerial,divrcd,gradwk,25t39k,4.333333492
306,2.670000076,1,45.1232872,0,1.727272749,4.291666508,0,1,manegerial,married,somcol,50k+,5
307,2.670000076,1,39.10137177,0,1.545454502,3.875,1,1,professionals,divrcd,bach,40t49k,4
308,2,1,45.83013535,0,2,3.661111116,1,1,laborers/service wrks,divrcd,highsc,lt15k,4.333333492
309,3.329999924,1,41.93972778,0,1.363636374,4.366666794,1,1,clerical/kindred,married,highsc,50k+,5
310,5,1,35.45753479,0,1.636363626,3.808333397,0,1,manegerial,divrcd,highsc,25t39k,4
311,2.670000076,0,57.67671204,0,1.090909123,4.50555563,1,1,craftsmen/foremen/kindred,married,lt-hs,25t39k,4.166666508
312,4.329999924,1,46.89588928,0,1.181818128,4.333333492,1,1,professionals,divrcd,somcol,lt15k,5
313,1.330000043,1,34.37808228,0,1.090909123,4.699999809,1,1,clerical/kindred,separtd,highsc,50k+,5
314,1.669999957,1,28.49041176,0,1.454545498,3.583333254,0,0,professionals,married,highsc,50k+,3
315,2,1,48.78630066,0,1.090909123,4.169444561,1,1,clerical/kindred,married,highsc,50k+,4.333333492
316,3.329999924,1,27.73972511,0,1.727272749,3.791666746,0,1,professionals,married,gradwk,40t49k,4
317,1.669999957,1,24.75068474,0,1.272727251,4.458333492,0,1,clerical/kindred,nevmarr,bach,lt15k,4.5
319,2.670000076,1,40.25479507,0,1.545454502,4.302777767,1,1,clerical/kindred,married,highsc,lt15k,4.833333492
320,3,0,52.55068588,0,3.181818247,3.083333254,1,0,professionals,married,gradwk,40t49k,3
321,2.329999924,1,46.52602768,0,2.090909004,4.027777672,1,1,clerical/kindred,married,highsc,50k+,4.833333492
322,2.329999924,0,27.61369896,0,1.454545498,3.902777672,1,0,manegerial,married,somcol,15t24k,3.333333254
323,2,1,43.53972626,0,2.727272749,2.841666698,0,0,clerical/kindred,married,highsc,50k+,2.5
324,3,1,39.83835602,0,1.363636374,4.375,0,1,professionals,married,gradwk,50k+,5
325,2.670000076,1,38.35616302,0,1.272727251,4.519047737,1,1,clerical/kindred,divrcd,somcol,lt15k,5
326,3.329999924,0,38.26301193,0,1.818181872,4.108333111,0,1,professionals,nevmarr,gradwk,25t39k,5
327,1.669999957,1,42.2712326,0,2.363636255,3.997222185,0,1,clerical/kindred,married,somcol,50k+,4.166666508
328,1.669999957,1,51.56986237,0,1.636363626,4.050000191,1,1,clerical/kindred,married,highsc,50k+,5
329,2.670000076,0,39.40547943,0,2,4.466666698,1,1,manegerial,nevmarr,gradwk,15t24k,5
330,3.670000076,0,40.09589005,0,2.909090996,3.272222281,1,0,laborers/service wrks,married,highsc,25t39k,3.666666746
331,3.670000076,0,51.49863052,0,1.090909123,3.930555582,1,0,craftsmen/foremen/kindred,married,highsc,40t49k,3.666666746
332,3.670000076,0,27.77534294,0,1.090909123,4.580555439,1,1,craftsmen/foremen/kindred,separtd,somcol,lt15k,4.666666508
333,1.669999957,1,52.96164322,0,2.454545498,3.602777719,0,0,manegerial,married,highsc,50k+,3.833333254
334,2.329999924,0,25.85753441,0,1.181818128,4.324999809,1,1,craftsmen/foremen/kindred,married,highsc,40t49k,4.5
335,3.329999924,0,31.47397232,0,1.909090877,2.365079403,0,0,craftsmen/foremen/kindred,nevmarr,highsc,lt15k,2.666666746
336,2.670000076,1,53.54520416,0,1.363636374,3.933333397,0,1,clerical/kindred,widowed,highsc,15t24k,4
337,3,0,45.95616531,0,1.636363626,3.86944437,0,0,craftsmen/foremen/kindred,divrcd,highsc,40t49k,3.833333254
338,1.669999957,0,31.59725952,0,1,4.180555344,0,0,manegerial,married,somcol,40t49k,3.666666746
339,3.329999924,0,51.92054749,0,1.363636374,4.099999905,1,1,manegerial,divrcd,somcol,15t24k,4.5
340,2.670000076,0,27.08493233,0,1.636363626,3.808333397,0,1,professionals,married,bach,50k+,4
341,2.670000076,0,26.22191811,0,1.454545498,3.552777767,1,0,laborers/service wrks,nevmarr,somcol,15t24k,3.333333254
342,3.670000076,1,26.58082199,0,2.818181753,3.174999952,0,0,laborers/service wrks,married,highsc,25t39k,3.5
343,3,1,39.46027374,0,1.090909123,4.183333397,1,1,clerical/kindred,nevmarr,somcol,lt15k,4
344,2.670000076,1,42.12602615,0,1,4.566666603,1,1,professionals,nevmarr,gradwk,25t39k,5
345,2.329999924,0,23.709589,0,2,3.444444418,1,0,laborers/service wrks,nevmarr,somcol,lt15k,3.333333254
346,1.669999957,1,56.10684967,0,1.454545498,4.091666698,1,1,clerical/kindred,married,lt-hs,lt15k,4
348,2.670000076,1,31.21095848,0,1.636363626,4.411110878,0,1,clerical/kindred,married,highsc,25t39k,4.333333492
349,2.329999924,0,45.67123413,0,1.363636374,3.961111069,1,1,operatives/kindred wrks,married,highsc,15t24k,4.333333492
350,2.329999924,0,61.47397232,0,1.181818128,3.986111164,1,0,craftsmen/foremen/kindred,married,highsc,50k+,3.833333254
351,1.330000043,0,59.76164246,0,1,4.488888741,0,0,clerical/kindred,married,gradwk,25t39k,3.666666746
353,3.329999924,1,26.71506882,0,1.636363626,3.727777719,1,0,clerical/kindred,nevmarr,highsc,15t24k,3.333333254
354,4,1,37.52328873,0,2.818181753,3.469444513,0,0,manegerial,nevmarr,somcol,40t49k,3.833333254
355,1.669999957,0,30.03287697,0,1.636363626,4.099999905,1,1,manegerial,nevmarr,gradwk,15t24k,4
356,2.670000076,0,51.97808075,0,1.272727251,3.961111069,0,0,manegerial,married,highsc,50k+,3.833333254
357,3,0,42.4137001,0,1.090909123,4.150000095,0,1,sales workers,married,somcol,15t24k,5
358,2.670000076,0,35.26849365,0,3,3.377777815,1,1,laborers/service wrks,married,somcol,15t24k,4.333333492
359,3.329999924,0,22.96986389,0,1.181818128,3.844444513,1,0,clerical/kindred,nevmarr,highsc,25t39k,3.833333254
360,2.329999924,0,35.91506958,0,2.090909004,3.763888836,1,1,operatives/kindred wrks,nevmarr,bach,40t49k,4.166666508
361,1.669999957,1,34.25753403,0,1,3.966666698,0,1,manegerial,nevmarr,highsc,25t39k,4
362,3.329999924,1,33.95342636,0,1.363636374,4.055555344,1,1,manegerial,divrcd,highsc,15t24k,4.166666508
363,2.329999924,0,27.08219147,0,1,4.333333492,1,1,professionals,married,somcol,15t24k,4
365,3,0,35.43287659,0,1,4.733333111,1,1,professionals,married,somcol,50k+,5
366,3.670000076,0,41.33150864,0,1.181818128,4.866666794,1,1,manegerial,separtd,bach,25t39k,5
367,1.330000043,0,28.93150711,0,2.272727251,3.941666603,1,0,craftsmen/foremen/kindred,nevmarr,somcol,40t49k,3.5
368,3,1,39.37534332,0,1,4.642857075,1,1,laborers/service wrks,separtd,highsc,25t39k,5
369,1.669999957,1,18.68767166,0,1.181818128,4.666666508,1,1,clerical/kindred,nevmarr,highsc,15t24k,5
370,2,0,35.29589081,0,1.272727251,4.099999905,0,1,professionals,married,bach,50k+,4.5
371,3.329999924,0,23.13150597,0,3.090909004,2.686111212,0,0,laborers/service wrks,nevmarr,highsc,lt15k,2.333333254
372,2,0,44.05479431,0,2.818181753,4.269444466,1,1,manegerial,married,lt-hs,50k+,4.833333492
373,3,1,36.55342484,0,1.636363626,3.122222185,1,0,manegerial,married,somcol,40t49k,2.666666746
374,3.329999924,1,39.96986389,0,1.399999976,4.038888931,1,1,manegerial,divrcd,somcol,15t24k,4.166666508
375,3.670000076,0,44.5369873,0,1,4,1,1,operatives/kindred wrks,divrcd,lt-hs,25t39k,4
376,5,1,32.7589035,0,1.818181872,4.083333492,1,1,professionals,nevmarr,bach,15t24k,5
377,2.329999924,0,27.76986313,0,1.727272749,4.080555439,0,1,operatives/kindred wrks,married,lt-hs,50k+,4.666666508
378,4,1,50.31781006,0,1.636363626,3.738888979,0,0,sales workers,divrcd,highsc,lt15k,3.666666746
379,4.670000076,0,37.40821838,0,2.636363745,2.780555487,1,0,manegerial,married,somcol,50k+,3.166666746
381,3.670000076,1,24.06027412,0,1.727272749,4.038888931,1,1,manegerial,nevmarr,highsc,lt15k,4.166666508
382,1.669999957,0,21.4136982,0,1.363636374,3.866666555,0,0,operatives/kindred wrks,nevmarr,somcol,lt15k,3.5
383,2.329999924,1,37.15068436,0,2.545454502,4.258333206,0,1,operatives/kindred wrks,divrcd,somcol,lt15k,4
384,2.670000076,0,28.78904152,0,1.636363626,3.546296358,0,0,craftsmen/foremen/kindred,married,lt-hs,15t24k,2.666666746
385,3.329999924,0,34.11507034,0,2,3.808333397,1,1,professionals,divrcd,somcol,40t49k,4.5
389,4.329999924,1,53.55890274,0,2.454545498,3.563888788,1,1,clerical/kindred,divrcd,somcol,lt15k,4.666666508
390,3,0,32.40547943,0,1,4.541666508,0,1,manegerial,married,somcol,25t39k,5
393,3,1,45.70137024,0,2.636363745,3.788888931,1,1,manegerial,divrcd,somcol,50k+,4.666666508
396,2,0,31.66575432,0,1.363636374,4.391666889,1,1,clerical/kindred,married,bach,50k+,5
397,3,0,32.71506882,0,1.545454502,4.050000191,1,1,sales workers,married,gradwk,40t49k,4
398,2,0,35.29862976,0,1.272727251,4.300000191,1,1,manegerial,married,highsc,50k+,4.5
399,3,1,48.97808075,0,2.090909004,4.275000095,1,1,clerical/kindred,married,highsc,50k+,5
401,3,1,43.93698502,0,1.363636374,4.158333302,1,1,clerical/kindred,married,highsc,25t39k,4
402,2.329999924,0,35.98082352,0,2.454545498,3.944444418,1,0,operatives/kindred wrks,separtd,lt-hs,lt15k,3.833333254
403,2,1,20.84931564,0,2.454545498,3.266666651,1,0,clerical/kindred,nevmarr,lt-hs,50k+,3.5
405,2.329999924,0,26.79999924,0,1.363636374,3.894444466,0,1,manegerial,married,somcol,40t49k,4.833333492
407,1.669999957,1,49.55068588,0,2,3.280555487,1,0,professionals,married,somcol,50k+,3.166666746
408,2.329999924,1,25.54520607,0,1.272727251,4.241666794,1,1,clerical/kindred,nevmarr,lt-hs,25t39k,4
409,4.329999924,0,31.3890419,0,2.272727251,3.705555439,1,1,craftsmen/foremen/kindred,married,lt-hs,15t24k,4.166666508
410,1,0,36.41917801,0,1.909090877,2.727777719,1,0,professionals,nevmarr,somcol,15t24k,2.333333254
411,3.670000076,1,33.68218994,0,1.636363626,3.780555487,0,0,sales workers,married,somcol,25t39k,3.666666746
412,2.670000076,0,27.41643906,0,1.272727251,3.797222137,1,0,laborers/service wrks,married,highsc,lt15k,3.666666746
413,3,0,35.78630066,0,1.818181872,3.924999952,1,1,craftsmen/foremen/kindred,divrcd,somcol,25t39k,4
414,2.329999924,1,36.3890419,0,1.272727251,3.511111021,1,0,craftsmen/foremen/kindred,married,somcol,50k+,3.333333254
415,1.669999957,1,45.01917648,0,1,4.633333206,0,1,clerical/kindred,divrcd,highsc,25t39k,5
416,4.329999924,0,41.69863129,0,2.727272749,3.105555534,1,1,craftsmen/foremen/kindred,divrcd,highsc,lt15k,4.166666508
417,2.670000076,0,27.92876625,0,1.909090877,3.686111212,0,1,professionals,divrcd,gradwk,50k+,4.833333492
418,4,1,40.10137177,0,2.727272749,3.311111212,1,1,clerical/kindred,married,gradwk,50k+,4.333333492
419,2.670000076,1,47.7780838,0,2,3.261111021,0,0,manegerial,divrcd,highsc,40t49k,2.833333254
420,2.670000076,0,44.18904114,0,1,4.269444466,1,1,manegerial,married,bach,50k+,4.333333492
421,1.330000043,1,33.33150864,0,1.363636374,3.127777815,1,0,sales workers,married,bach,40t49k,3.333333254
422,4.670000076,1,52.53972626,0,1.636363626,3.811111212,1,0,manegerial,divrcd,highsc,15t24k,3.833333254
423,1.669999957,1,46.29862976,0,1,3.936111212,1,0,manegerial,married,somcol,50k+,3.833333254
424,3,1,60.78903961,0,1.272727251,4.866666794,1,1,professionals,married,gradwk,50k+,5
425,4,0,29.57808304,0,1,4.5,1,1,craftsmen/foremen/kindred,married,highsc,50k+,5
426,4,0,34.70959091,0,1.454545498,4.011111259,1,0,sales workers,divrcd,highsc,40t49k,3.833333254
427,2.329999924,0,39.23013687,0,1.818181872,3.702777863,1,0,professionals,divrcd,gradwk,25t39k,3.833333254
429,2.329999924,1,53.15342331,0,2.909090996,3.486111164,1,0,clerical/kindred,widowed,highsc,15t24k,3.333333254
430,2.329999924,1,35.80821991,0,1.363636374,3.538888931,0,1,clerical/kindred,nevmarr,bach,25t39k,4.166666508
431,1.669999957,1,55.28767014,0,1,4.477777958,0,1,clerical/kindred,married,somcol,50k+,4.333333492
432,2,1,45.1479454,0,1.090909123,4.449999809,1,1,professionals,married,bach,50k+,4.5
433,3,0,30.62739754,0,1.181818128,4.044444561,1,1,manegerial,married,somcol,50k+,4.833333492
434,5,0,44.44109726,0,3.090909004,3.291666746,0,0,craftsmen/foremen/kindred,divrcd,somcol,50k+,3.5
435,2.670000076,0,46.73972702,0,1.454545498,4.008333206,1,0,manegerial,nevmarr,somcol,25t39k,3.5
436,2,0,44.45753479,0,1.363636374,4.611111164,1,1,craftsmen/foremen/kindred,married,highsc,25t39k,4.833333492
437,2.670000076,1,44.64383698,0,2.454545498,3.216666698,1,0,sales workers,married,somcol,50k+,3.833333254
439,1,1,52.05753326,0,1.636363626,4.183333397,0,1,clerical/kindred,married,highsc,50k+,4.5
440,2.670000076,0,43.61643982,0,1,4.425000191,1,1,sales workers,married,bach,50k+,4.5
441,4,0,21.81643867,0,2.727272749,4.122222424,1,1,sales workers,married,somcol,15t24k,4.666666508
443,5,0,40.11507034,0,2.818181753,3.183333397,0,0,operatives/kindred wrks,married,somcol,40t49k,3
444,3,1,42.8575325,0,1.909090877,2.672222137,1,0,laborers/service wrks,divrcd,highsc,25t39k,1.166666627
445,2.670000076,0,36.6356163,0,1.454545498,3.547222137,1,0,operatives/kindred wrks,married,highsc,25t39k,3.666666746
446,4.670000076,1,43.80821991,0,1.727272749,4.425000191,1,1,manegerial,separtd,highsc,lt15k,4.5
447,3.329999924,1,29.44931412,0,1.090909123,3.724999905,1,0,professionals,divrcd,bach,25t39k,3.5
448,3,1,27.41917801,0,1.727272749,3.719444513,0,0,manegerial,married,somcol,50k+,3.833333254
449,3,1,46.32328796,0,1.272727251,3.616666555,0,1,clerical/kindred,married,highsc,50k+,4
450,2,1,34.06575394,0,2.272727251,3.177777767,0,0,clerical/kindred,married,somcol,40t49k,2.833333254
451,2,1,35.59999847,0,2.636363745,4.416666508,1,1,manegerial,married,highsc,50k+,5
452,2.670000076,0,31.2712326,0,1.454545498,3.986111164,1,1,clerical/kindred,nevmarr,highsc,25t39k,4.333333492
453,4.670000076,1,53.4931488,0,1.363636374,3.777777672,1,0,sales workers,divrcd,highsc,15t24k,3.833333254
454,3.670000076,0,33.8767128,0,1.363636374,4.402777672,0,1,laborers/service wrks,married,highsc,15t24k,4.833333492
455,4,0,26.66301346,0,1.363636374,3.969444513,1,1,craftsmen/foremen/kindred,married,somcol,15t24k,4.333333492
456,3,0,41.64931488,0,1,4.377777576,1,1,operatives/kindred wrks,married,highsc,50k+,4.333333492
457,1.330000043,1,53.2465744,0,1.090909123,4.222222328,1,1,sales workers,married,highsc,50k+,4.666666508
458,3,1,54.09041214,0,1.272727251,4.002777576,1,0,operatives/kindred wrks,widowed,lt-hs,15t24k,3.833333254
459,3.670000076,1,25.20547867,0,2.636363745,4.030555725,1,1,manegerial,married,somcol,50k+,4.666666508
460,3,0,26.17808151,0,2,4.13055563,0,1,professionals,nevmarr,bach,25t39k,4.666666508
461,2.670000076,1,23.5369854,0,1.636363626,4.041666508,0,1,clerical/kindred,nevmarr,highsc,15t24k,5
462,2.329999924,0,30.1479454,0,1.454545498,3.763888836,0,0,craftsmen/foremen/kindred,nevmarr,bach,50k+,3.666666746
463,4,1,31.39999962,0,2.090909004,4.066666603,0,1,professionals,divrcd,bach,25t39k,4.5
464,4.329999924,1,31.73424721,0,1.727272749,3.233333349,1,0,professionals,nevmarr,somcol,15t24k,3.5
465,4.329999924,0,31.01643753,0,1.636363626,3.88055563,1,1,professionals,married,highsc,15t24k,4.166666508
467,3.329999924,0,45.62465668,0,1.181818128,4.966666698,1,1,clerical/kindred,married,highsc,25t39k,5
468,2.329999924,1,40.19726181,0,2.200000048,4.205555439,0,1,clerical/kindred,divrcd,lt-hs,25t39k,4.166666508
469,5,0,51.28219223,0,1.454545498,4.599999905,0,1,operatives/kindred wrks,married,lt-hs,lt15k,5
471,3.329999924,1,37.96712494,0,1.272727251,3.430555582,1,0,clerical/kindred,nevmarr,somcol,lt15k,3.666666746
473,2.670000076,1,36.70137024,0,3,3.444444418,0,0,clerical/kindred,married,highsc,lt15k,3.333333254
474,3,1,33.89862823,0,1.272727251,3.977777719,1,0,laborers/service wrks,nevmarr,highsc,25t39k,3.833333254
475,4,1,59.32602692,0,1.363636374,3.886111021,0,0,laborers/service wrks,married,lt-hs,lt15k,3.833333254
476,3,1,42.74520493,0,1.272727251,4.472222328,1,1,clerical/kindred,divrcd,highsc,25t39k,4.666666508
477,3.329999924,1,29.22739792,0,1.545454502,4.5,1,1,clerical/kindred,married,somcol,15t24k,4.5
478,1.669999957,0,25.50684929,0,1.181818128,4.305555344,0,1,professionals,married,bach,40t49k,4.166666508
479,2.670000076,0,22.13698578,0,1.636363626,3.138888836,1,0,laborers/service wrks,nevmarr,highsc,15t24k,3.166666746
480,3.329999924,0,32.79178238,0,1.181818128,3.911111116,0,1,professionals,married,gradwk,25t39k,4.333333492
481,2.329999924,0,21.86575317,0,2,3.814814806,1,1,laborers/service wrks,nevmarr,highsc,lt15k,4.333333492
483,1.330000043,1,57.13698578,0,1,3.786111116,1,0,operatives/kindred wrks,married,lt-hs,40t49k,3.333333254
484,3,0,46.05753326,0,1.090909123,3.633333445,1,1,manegerial,married,bach,50k+,4
485,3.670000076,0,32.62465668,0,2.818181753,2.836111069,1,0,manegerial,married,somcol,25t39k,2.833333254
486,2,1,52.79999924,0,1.272727251,4.080555439,0,1,operatives/kindred wrks,divrcd,lt-hs,25t39k,4.166666508
487,3.329999924,1,55.70684814,0,1.454545498,3.791666746,1,1,clerical/kindred,married,somcol,50k+,4
489,4.329999924,1,48.84109497,0,2.454545498,3.977777719,1,0,professionals,divrcd,highsc,15t24k,3.833333254
490,2.670000076,0,33.31781006,0,1.090909123,4.199999809,0,1,craftsmen/foremen/kindred,married,highsc,25t39k,4
491,2.670000076,0,34.56164551,0,1.181818128,4.086111069,1,1,laborers/service wrks,married,highsc,40t49k,4.333333492
493,3,1,39.86575317,0,2.363636255,3.88055563,1,1,clerical/kindred,married,somcol,25t39k,4.166666508
495,4,0,27.11232948,0,1.818181872,3.536111116,1,1,craftsmen/foremen/kindred,married,highsc,15t24k,4.333333492
497,1.669999957,0,34.46575165,0,2.272727251,2.966666698,1,0,professionals,nevmarr,gradwk,25t39k,2.5
498,2,0,28.73424721,0,2.272727251,3.313888788,0,0,clerical/kindred,nevmarr,bach,15t24k,3.666666746
499,1.330000043,1,45.67123413,0,1.636363626,4.366666794,1,0,clerical/kindred,married,highsc,50k+,3.5
500,2.329999924,1,22.49315071,0,2,3.297222137,1,0,clerical/kindred,married,highsc,15t24k,3.166666746
501,2,1,37.87397385,0,2.181818247,3.658333302,1,0,clerical/kindred,married,highsc,25t39k,3
502,2.329999924,1,31.64383507,0,3,3.591666698,1,1,craftsmen/foremen/kindred,nevmarr,highsc,15t24k,4
504,3.329999924,1,34.0246582,0,1.454545498,4.358333111,0,1,manegerial,nevmarr,somcol,25t39k,5
505,3.670000076,0,33.32054901,0,1.272727251,4.591666698,1,1,craftsmen/foremen/kindred,married,highsc,40t49k,5
506,4,0,30.66575432,0,1.909090877,2.811111212,1,0,craftsmen/foremen/kindred,nevmarr,highsc,15t24k,2.333333254
508,2.670000076,1,41.55068588,0,1.090909123,3.74444437,0,0,clerical/kindred,married,somcol,25t39k,2.833333254
509,3.670000076,0,30.37534332,0,1.090909123,4.433333397,1,1,operatives/kindred wrks,married,highsc,50k+,4.5
510,3,1,37.68218994,0,1.727272749,4.086111069,0,1,professionals,nevmarr,somcol,15t24k,4.833333492
511,3.329999924,1,25.49863052,0,2.636363745,3.75555563,1,1,clerical/kindred,nevmarr,highsc,40t49k,4.166666508
512,3,1,50.55616379,0,2.909090996,3.897222281,0,1,manegerial,divrcd,highsc,25t39k,4.166666508
513,1.669999957,1,29.20000076,0,1.090909123,4.286110878,1,1,manegerial,married,bach,50k+,4.833333492
515,3,1,24.87123299,0,2.299999952,3.027777672,1,0,clerical/kindred,nevmarr,bach,lt15k,3.333333254
516,4,0,20.12602806,0,2,3.75,1,1,craftsmen/foremen/kindred,nevmarr,highsc,lt15k,4.5
517,1,1,47.2219162,0,1.909090877,2.974999905,1,0,operatives/kindred wrks,married,highsc,50k+,3
518,2,1,49.78082275,0,3,4.733333111,1,1,operatives/kindred wrks,divrcd,lt-hs,40t49k,5
519,1.330000043,1,27.35616493,0,1.545454502,4.211111069,1,1,manegerial,married,gradwk,50k+,4.333333492
520,1,1,32.31232834,0,1,4.733333111,1,1,operatives/kindred wrks,married,highsc,50k+,5
521,2,1,28.55068588,0,1.636363626,3.875,1,0,laborers/service wrks,married,highsc,15t24k,3.5
522,3.670000076,1,34.12054825,0,2.909090996,3.194444418,0,0,operatives/kindred wrks,nevmarr,highsc,15t24k,3.833333254
523,2,1,39.10411072,0,2.090909004,2.825000048,0,0,laborers/service wrks,nevmarr,bach,25t39k,2
524,2.670000076,1,25.01917839,0,1.636363626,3.924999952,1,0,operatives/kindred wrks,nevmarr,highsc,lt15k,3.5
525,2.670000076,1,21.12602806,0,1.181818128,3.745370388,1,0,clerical/kindred,nevmarr,somcol,50k+,3.333333254
526,2,0,42.81369781,0,1.909090877,4.102777958,0,1,professionals,married,gradwk,15t24k,4.833333492
527,1.669999957,1,35.49040985,0,2.727272749,3.766666651,1,0,operatives/kindred wrks,married,bach,50k+,3.5
528,3.329999924,0,60.6301384,0,1.181818128,4.416666508,1,1,professionals,married,gradwk,50k+,5
529,1.669999957,0,41.35342407,0,1.909090877,2.997222185,0,0,operatives/kindred wrks,divrcd,somcol,15t24k,3.166666746
530,3,1,60.56164551,0,1,2.458333254,1,0,clerical/kindred,widowed,somcol,15t24k,1
531,4,0,47.19451904,0,1,4.658333302,1,1,manegerial,married,bach,50k+,5
533,4.670000076,0,41.37534332,0,1.727272749,3.461111069,0,0,operatives/kindred wrks,married,highsc,25t39k,3.833333254
534,3,1,37.56438446,0,1.181818128,4.194444656,1,1,clerical/kindred,nevmarr,highsc,lt15k,4.333333492
535,4,0,52.32054901,0,1.727272749,4.030555725,0,0,operatives/kindred wrks,married,highsc,25t39k,3.666666746
536,5,0,32.08219147,0,1.818181872,4.099999905,1,1,clerical/kindred,nevmarr,somcol,40t49k,5
538,3,0,31.69862938,0,1,4.055555344,1,1,laborers/service wrks,married,somcol,25t39k,4.166666508
539,1.330000043,1,16.52876663,0,1.272727251,3.472222328,0,1,laborers/service wrks,nevmarr,lt-hs,lt15k,4.166666508
540,1.330000043,0,26.50136948,0,1.090909123,3.775000095,1,1,clerical/kindred,nevmarr,bach,15t24k,4
541,2.670000076,0,62.17534256,0,1.545454502,3.886111021,0,0,professionals,married,bach,25t39k,3.833333254
543,4.329999924,1,56.40274048,0,1.363636374,3.775000095,1,1,professionals,married,somcol,50k+,4
546,1.330000043,1,43.33698654,0,1.727272749,3.661111116,0,0,clerical/kindred,married,gradwk,50k+,3.833333254
547,3,1,60.37808228,0,1.200000048,4.633333206,1,1,laborers/service wrks,divrcd,highsc,15t24k,5
548,3,0,51.20273972,0,1.727272749,4.211111069,1,1,sales workers,married,bach,50k+,4.833333492
550,3,1,27.93150711,0,1.090909123,4.533333302,1,1,manegerial,married,somcol,50k+,5
551,3.670000076,1,45.70684814,0,3.272727251,3.141666651,1,1,professionals,married,gradwk,25t39k,4
552,2.670000076,0,44.04109573,0,1.363636374,4.433333397,1,1,sales workers,married,bach,40t49k,4.5
553,2.329999924,0,72.47945404,0,2.636363745,3.736111164,0,1,sales workers,married,gradwk,25t39k,4.333333492
554,2.329999924,0,63.99452209,0,1.363636374,3.766666651,0,0,professionals,married,somcol,40t49k,3.5
555,3.670000076,1,28.40547943,0,1,4.466666698,1,1,sales workers,divrcd,highsc,15t24k,5
557,3,0,35.70684814,0,1.181818128,4.277777672,1,1,sales workers,married,gradwk,40t49k,4.333333492
559,3.329999924,1,32.40821838,0,1.636363626,4.141666889,1,1,manegerial,divrcd,bach,25t39k,5
560,1,1,60.10411072,0,1.090909123,3.611111164,0,0,clerical/kindred,married,somcol,50k+,2.833333254
562,1.330000043,1,41.59452057,0,1.545454502,4.213889122,1,1,professionals,married,bach,50k+,4.666666508
563,3.670000076,0,32.81369781,0,1.818181872,4.336111069,1,1,laborers/service wrks,nevmarr,somcol,15t24k,4.333333492
564,4,0,54.78082275,0,2,3.422222137,1,0,professionals,married,highsc,50k+,3.666666746
565,2,1,47.34794617,0,2.363636255,4.013888836,1,1,clerical/kindred,divrcd,bach,15t24k,4.166666508
566,3.329999924,1,35.7287674,0,2.363636255,3.616666555,1,0,clerical/kindred,married,bach,40t49k,3.5
567,4.329999924,0,45.98082352,0,2.181818247,4.502777576,1,1,sales workers,divrcd,gradwk,50k+,4.333333492
568,2.670000076,1,44.40547943,0,1.272727251,4.566666603,1,1,professionals,divrcd,somcol,15t24k,5
569,3,0,23.73972511,0,2.636363745,3.950000048,1,1,manegerial,nevmarr,bach,lt15k,4
570,2,1,40.89041138,0,1,4.358333111,0,1,clerical/kindred,married,somcol,50k+,5
571,3.670000076,0,31.69315147,0,2.090909004,3.622222185,0,1,professionals,nevmarr,gradwk,lt15k,4.166666508
572,3.670000076,1,30.34520531,0,2.454545498,4.291666508,1,1,craftsmen/foremen/kindred,divrcd,somcol,15t24k,5
573,3,0,53.0246582,0,2,3.411111116,1,1,manegerial,married,somcol,50k+,4.333333492
574,3.670000076,0,28.45205498,0,1.727272749,4.347222328,0,1,craftsmen/foremen/kindred,married,highsc,15t24k,4.666666508
575,2.329999924,1,52.49589157,0,1.636363626,3.461111069,0,0,laborers/service wrks,married,highsc,25t39k,3.833333254
576,3,1,50.08766937,0,1.818181872,3.805555582,1,1,clerical/kindred,married,somcol,25t39k,4.166666508
577,4.329999924,1,28.86301422,0,1.181818128,4.599999905,1,1,manegerial,married,bach,50k+,5
578,3.329999924,1,57.2465744,0,1.818181872,4.219444275,0,0,professionals,divrcd,somcol,15t24k,3.833333254
579,2.329999924,1,53.23835754,0,2,4.199999809,1,1,clerical/kindred,divrcd,highsc,15t24k,4
580,2.670000076,0,63.05753326,0,1.181818128,4.150000095,1,1,professionals,married,somcol,50k+,4
581,4.329999924,0,34.56712341,0,2.272727251,3.330555439,0,1,sales workers,divrcd,somcol,25t39k,4.666666508
582,4.329999924,1,46.10411072,0,1.545454502,4.224999905,1,1,sales workers,divrcd,highsc,25t39k,4
583,3.329999924,0,28.50958824,0,1,4.566666603,1,1,manegerial,married,somcol,25t39k,4.5
584,2.670000076,1,46.47945023,0,1.272727251,3.75,1,1,clerical/kindred,married,highsc,40t49k,4
585,4.329999924,0,43.13424683,0,1.181818128,4.027777672,1,1,clerical/kindred,married,bach,25t39k,4.333333492
586,2.670000076,0,24.50411034,0,2.090909004,4.00555563,1,1,craftsmen/foremen/kindred,nevmarr,somcol,25t39k,4.166666508
587,4.329999924,1,29.66849327,0,2.454545498,4.286110878,1,1,professionals,nevmarr,somcol,15t24k,4.333333492
588,3,1,26.26027489,0,3,4.161110878,1,1,sales workers,nevmarr,bach,15t24k,4.833333492
589,2.329999924,1,18.83287621,0,2.727272749,3.241666555,1,1,clerical/kindred,nevmarr,highsc,lt15k,4
