StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Role Clarity 1,Role Clarity 2,Role Clarity 3,Role Clarity 4,Role Clarity 5,Level of Engagement 1,Level of Engagement 2,Level of Engagement 3,Level of Engagement 4,Level of Engagement 5,Level of Engagement 6,Level of Engagement 7,Level of Engagement 8,Attention Check,Level of Engagement 9,Turnover Intention 1,Turnover Intention 2,Turnover Intention 3,Turnover Intention 4,Turnover Intention 5,Office Location,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Worker Wellbeing 1,Worker Wellbeing 2,Worker Wellbeing 3,Worker Wellbeing 4,Worker Wellbeing 5,Worker Wellbeing 6,Worker Wellbeing 7,Worker Wellbeing 8,Manager Support 1,Manager Support 2,Manager Support 3,Manager Support 4,Manager Support 5,Manager Support 6,Manager Support 7,Manager Support 8,Manager Support 9,Manager Support 10,Year Born,Gender,Ethnicity,V8_1,V8_2,V8_3,V8_4,V8_5
6/21/22 18:42,6/21/22 18:42,0,97.71.250.267,26,8,0,6/28/22 18:42,R_2zSC7oGWm5CkkvN,,,,,,,anonymous,EN,1,strongly agree,disagree,strongly agree,slightly agree,strongly disagree,1,2,7,3,6,1,7,4,12,1,7,6,4,1,3,1,5,7,6,1,2,2,5,7,5,,,,,,,,,,6,1,7,5,2,4,7,7,6,7,7,6,1,2,4,2,2,1,1995,Male,4,,,,,
6/28/22 18:55,6/28/22 19:02,0,97.71.250.268,100,468,1,6/28/22 19:03,R_x0i1AghI4zXTgrv,,,,,26.125,-80.267,anonymous,EN,1,disagree,strongly disagree,slightly disagree,strongly agree,strongly agree,1,6,1,7,3,1,5,3,12,1,6,6,4,2,2,1,7,1,7,2,7,7,5,2,4,,,,,,,,,,5,5,2,5,4,2,7,4,6,6,3,5,6,4,6,3,5,5,1987,Female,4,7,7,7,7,7
6/28/22 19:38,6/28/22 19:47,0,97.71.250.269,100,553,1,6/28/22 19:47,R_xaeglqbDyPhf7Sp,,,,,30.3587,-95.6857,anonymous,EN,1,slightly disagree,strongly agree,slightly disagree,neutral,slightly disagree,2,7,4,3,7,5,5,7,12,4,4,6,4,2,2,1,1,5,1,5,7,6,6,1,6,,,,,,,,,,3,7,7,7,7,7,1,3,3,6,7,7,5,1,7,3,4,1,1990,Male,2,7,7,7,7,7
6/28/22 19:29,6/28/22 19:56,0,97.71.250.270,100,1605,1,6/28/22 19:56,R_rp579zb5RnnjU7T,,,,,31.7703,-106.3006,anonymous,EN,1,slightly agree,strongly disagree,disagree,strongly disagree,disagree,4,4,4,3,6,2,4,5,12,5,7,3,4,7,2,1,4,1,7,3,6,5,1,2,1,,,,,,,,,,3,2,6,7,3,7,4,7,5,2,1,6,7,1,6,1,5,7,1996,Female,6,7,7,7,7,7
6/28/22 20:02,6/28/22 20:03,0,97.71.250.271,100,49,1,6/28/22 20:03,R_29fSZ9TpsPx0SIs,,,,,28.3056,-81.4197,anonymous,EN,1,disagree,disagree,strongly disagree,slightly agree,disagree,6,6,1,6,3,2,5,7,12,7,5,6,1,7,5,1,2,2,1,7,7,1,5,2,1,,,,,,,,,,6,5,2,6,2,4,3,3,4,2,7,6,7,4,1,4,3,1,1994,Non-Binary,1,,,,,
6/28/22 20:05,6/28/22 20:14,0,97.71.250.272,100,540,1,6/28/22 20:14,R_2pXDCzk6VaGpOmq,,,,,36.1379,-115.3213,anonymous,EN,1,strongly disagree,agree,slightly agree,neutral,neutral,1,2,6,5,4,4,1,6,12,3,6,3,5,4,7,1,2,1,7,7,1,4,5,1,5,,,,,,,,,,6,1,4,2,7,6,3,2,3,7,5,1,1,3,5,5,6,5,2001,Female,6,7,6,7,7,7
6/28/22 20:16,6/28/22 20:17,0,97.71.250.273,100,90,1,6/28/22 20:17,R_2sRLv1Sf0BJBk7N,,,,,38.966,-94.7237,anonymous,EN,1,disagree,strongly disagree,strongly agree,slightly agree,strongly agree,6,2,7,7,6,5,3,2,12,5,2,7,6,4,7,1,6,2,2,7,4,2,6,7,5,,,,,,,,,,4,4,3,7,7,4,2,1,6,3,3,6,6,4,5,1,2,4,2002,Female,6,7,7,7,7,7
6/21/22 20:19,6/21/22 20:19,0,97.71.250.274,39,15,0,6/28/22 20:19,R_4Mb00GwTgBRIdPz,,,,,,,anonymous,EN,1,slightly agree,strongly agree,slightly disagree,neutral,neutral,6,1,2,7,6,5,4,5,12,5,7,2,3,2,6,1,3,5,1,2,3,7,6,6,6,,,,,,,,,,5,5,3,4,4,4,2,1,2,3,7,5,5,6,4,7,6,3,1991,Female,2,,,,,
6/29/22 5:41,6/29/22 5:45,0,97.71.250.275,100,259,1,6/29/22 5:45,R_5zMlVZfb9YkywiR,,,,,32.7446,-97.3842,anonymous,EN,1,slightly disagree,slightly disagree,disagree,strongly agree,agree,4,6,5,1,3,3,5,1,12,3,1,4,4,7,2,1,3,3,5,7,3,1,3,1,5,,,,,,,,,,7,3,5,5,2,1,5,7,1,7,2,5,6,3,4,6,2,7,1988,Male,3,7,7,7,7,7
6/29/22 6:17,6/29/22 6:41,0,97.71.250.276,100,1448,1,6/29/22 6:41,R_qz1qNxyGqvFj3fX,,,,,32.0388,-81.1219,anonymous,EN,1,neutral,neutral,agree,strongly disagree,disagree,,,,,,,,,12,,2,1,4,5,4,1,7,6,6,5,6,2,5,6,3,,,,,,,,,,6,6,6,2,2,1,1,7,5,5,7,5,5,1,4,2,7,1,1983,Male,6,7,7,7,7,7
6/29/22 7:59,6/29/22 8:08,0,97.71.250.277,100,508,1,6/29/22 8:08,R_2azUO9sAgR8Y6vp,,,,,39.6562,-104.7866,anonymous,EN,1,slightly agree,slightly disagree,neutral,disagree,disagree,6,3,4,1,5,6,6,3,12,7,4,2,5,5,2,1,4,5,6,4,5,3,5,7,5,,,,,,,,,,5,6,2,1,3,1,7,1,7,7,6,6,5,5,2,4,3,4,1989,Non-Binary,3,7,7,7,7,7
6/29/22 8:05,6/29/22 8:15,0,97.71.250.278,100,599,1,6/29/22 8:15,R_2U60pLYljeAY98i,,,,,39.7301,-104.9078,anonymous,EN,1,slightly disagree,agree,disagree,slightly agree,slightly disagree,1,5,1,3,6,4,1,4,12,2,6,2,4,1,7,1,7,5,5,4,3,5,5,6,6,,,,,,,,,,7,1,7,7,6,3,6,1,5,5,2,6,5,1,4,7,2,7,1991,Non-Binary,2,7,7,7,7,7
6/29/22 8:08,6/29/22 8:35,0,97.71.250.279,100,1605,1,6/29/22 8:35,R_1FxCrBYWs1aeqUe,,,,,26.3106,-80.1429,anonymous,EN,1,slightly disagree,disagree,slightly agree,strongly agree,slightly disagree,1,7,4,7,1,4,6,1,12,1,1,2,4,5,6,1,5,7,4,6,6,3,4,7,2,,,,,,,,,,6,1,3,7,7,4,5,2,5,7,3,5,4,7,2,5,4,1,1997,Female,6,7,7,7,7,7
6/29/22 8:30,6/29/22 9:01,0,97.71.250.280,100,1853,1,6/29/22 9:01,R_zbWsyEhdyblrih3,,,,,28.0508,-82.4484,anonymous,EN,1,disagree,strongly disagree,slightly agree,slightly disagree,neutral,4,5,4,6,3,6,2,7,12,7,4,5,5,7,4,1,3,6,2,5,7,2,4,5,1,,,,,,,,,,4,3,6,1,4,2,2,7,2,4,6,4,2,7,2,2,4,6,1988,Non-Binary,3,7,7,7,7,7
6/29/22 9:20,6/29/22 9:24,0,97.71.250.281,100,233,1,6/29/22 9:24,R_1OIDyacG8XreHzo,,,,,26.2729,-80.26,anonymous,EN,1,slightly disagree,agree,strongly agree,neutral,neutral,7,5,6,7,7,2,1,2,12,5,6,7,7,5,7,1,1,6,3,7,4,2,5,6,6,,,,,,,,,,6,3,3,1,2,5,3,4,4,7,4,7,2,6,4,5,3,1,1996,Male,1,4,4,4,4,4
6/22/22 10:08,6/22/22 10:08,0,97.71.250.282,38,16,0,6/29/22 10:08,R_10BGUEYINOKCLiJ,,,,,,,anonymous,EN,1,disagree,strongly agree,neutral,slightly agree,strongly agree,7,2,7,7,6,4,4,1,12,4,3,2,6,4,2,1,4,2,3,3,3,1,1,2,6,,,,,,,,,,3,1,7,4,7,6,1,1,4,4,3,4,4,6,6,4,2,6,1999,Non-Binary,6,,,,,
6/29/22 10:08,6/29/22 10:09,0,97.71.250.283,100,61,1,6/29/22 10:09,R_1M4awPod7uWr6xA,,,,,39.7301,-104.9078,anonymous,EN,1,strongly disagree,strongly disagree,slightly disagree,slightly disagree,agree,3,7,7,7,4,5,2,7,12,7,3,4,3,4,2,1,6,3,4,7,2,4,6,1,6,,,,,,,,,,6,7,4,7,4,4,5,4,1,5,2,6,7,3,6,4,2,5,1995,Female,7,,,,,
6/22/22 10:21,6/22/22 10:22,0,97.71.250.284,27,45,0,6/29/22 10:22,R_1mttgkQkGmYAhlP,,,,,,,anonymous,EN,1,disagree,slightly disagree,agree,slightly disagree,strongly agree,5,1,3,7,3,1,2,3,12,1,2,4,7,3,7,1,2,2,5,5,7,2,7,3,4,,,,,,,,,,5,6,2,1,7,4,6,3,7,5,2,5,2,1,4,5,5,2,1996,Non-Binary,7,,,,,
6/29/22 10:37,6/29/22 10:42,0,97.71.250.285,100,291,1,6/29/22 10:42,R_2xxbIqTBPQ4EFK2,,,,,39.7301,-104.9078,anonymous,EN,1,strongly disagree,neutral,agree,slightly disagree,neutral,3,1,2,1,4,6,3,2,12,6,1,3,4,2,7,1,4,5,2,7,5,2,7,4,6,,,,,,,,,,2,5,2,3,4,3,4,1,3,5,5,3,7,4,7,1,4,2,2001,Male,3,7,7,7,7,7
6/29/22 10:41,6/29/22 10:52,0,97.71.250.286,100,654,1,6/29/22 10:52,R_aVMJSc1XRUIxAXL,,,,,33.1909,-96.6198,anonymous,EN,1,disagree,neutral,strongly agree,agree,neutral,4,4,1,5,2,6,7,4,12,3,2,6,6,7,5,1,7,4,4,2,3,1,7,3,2,,,,,,,,,,2,4,3,1,5,4,3,4,2,5,5,4,4,2,2,6,3,5,1999,Male,3,6,6,6,6,6
6/29/22 11:10,6/29/22 11:14,0,97.71.250.287,100,211,1,6/29/22 11:14,R_10UwrGNEDbLcR6V,,,,,39.7301,-104.9078,anonymous,EN,1,slightly disagree,strongly agree,agree,strongly disagree,strongly agree,7,4,6,2,4,6,7,5,12,3,1,2,1,2,6,1,3,6,5,1,7,7,5,2,2,,,,,,,,,,4,3,1,4,7,2,4,5,3,1,3,2,5,3,1,6,2,6,1984,Male,6,7,7,7,7,7
6/29/22 12:30,6/29/22 12:35,0,97.71.250.288,100,305,1,6/29/22 12:35,R_oZi1tDI8uOw8lSp,,,,,28.3056,-81.4197,anonymous,EN,1,neutral,disagree,disagree,disagree,strongly disagree,7,2,1,4,6,1,6,7,12,3,4,3,7,3,4,1,3,5,3,4,6,3,4,3,3,,,,,,,,,,3,7,6,1,5,1,1,4,5,2,2,4,3,4,1,3,5,1,2001,Female,4,7,7,7,7,7
6/29/22 12:47,6/29/22 12:48,0,97.71.250.289,100,58,1,6/29/22 12:48,R_2trEwncuTX4dPzZ,,,,,25.9912,-80.4056,anonymous,EN,1,slightly disagree,disagree,agree,neutral,strongly disagree,5,1,4,2,1,3,4,3,12,2,2,1,7,3,3,1,1,1,4,1,4,3,1,7,4,,,,,,,,,,1,7,4,6,3,6,3,4,7,4,4,3,4,2,5,5,2,6,1983,Male,6,,,,,
6/29/22 13:00,6/29/22 13:05,0,97.71.250.290,100,314,1,6/29/22 13:05,R_sBB3OnlBG2LmSf7,,,,,26.2729,-80.26,anonymous,EN,1,disagree,strongly disagree,strongly disagree,disagree,disagree,4,5,6,1,2,4,6,1,12,7,3,3,5,2,2,1,4,1,3,1,1,6,2,4,7,,,,,,,,,,6,6,3,4,7,2,7,4,4,1,3,5,1,4,2,6,5,4,1985,Non-Binary,4,7,7,7,7,7
6/29/22 13:17,6/29/22 13:24,0,97.71.250.291,100,368,1,6/29/22 13:24,R_1K0TYX4OzsWPC70,,,,,39.7301,-104.9078,anonymous,EN,1,strongly agree,neutral,slightly agree,agree,neutral,2,4,1,7,7,2,6,6,12,3,5,6,1,1,7,1,4,2,2,3,5,2,7,5,1,,,,,,,,,,2,6,5,1,7,1,4,6,2,6,1,3,7,1,5,5,4,3,1983,Male,2,7,7,7,7,7
6/29/22 13:22,6/29/22 13:28,0,97.71.250.292,100,388,1,6/29/22 13:28,R_2z8i9EOHvPx7O95,,,,,39.7301,-104.9078,anonymous,EN,1,agree,slightly agree,disagree,strongly disagree,strongly disagree,1,7,2,7,7,3,3,3,12,5,5,6,4,7,2,1,1,1,6,6,4,5,3,6,6,,,,,,,,,,5,2,5,2,3,1,1,5,5,5,4,1,6,1,4,6,1,7,1991,Non-Binary,4,7,7,7,7,7
6/29/22 14:26,6/29/22 14:33,0,97.71.250.293,100,431,1,6/29/22 14:33,R_ANHt3zRkiJm2vQZ,,,,,33.7697,-84.3754,anonymous,EN,1,slightly agree,disagree,strongly agree,slightly agree,agree,3,3,4,5,3,1,6,1,12,6,5,3,6,2,7,1,2,3,7,3,2,3,3,4,3,,,,,,,,,,5,1,5,5,7,6,1,6,4,6,3,7,2,7,1,2,2,5,1996,Male,6,7,7,7,7,7
6/29/22 14:59,6/29/22 14:59,0,97.71.250.294,100,17,1,6/29/22 14:59,R_9TcP5WowwbA9pHr,,,,,29.1657,-82.1273,anonymous,EN,1,slightly disagree,neutral,strongly agree,strongly agree,agree,2,4,7,6,7,2,7,4,12,5,6,1,5,6,3,1,6,1,5,7,7,7,4,4,7,,,,,,,,,,1,5,5,6,6,7,6,7,2,2,2,5,6,6,4,2,5,2,1999,Female,2,,,,,
6/29/22 15:11,6/29/22 15:16,0,97.71.250.295,100,264,1,6/29/22 15:16,R_237AELLUcvm7hBV,,,,,39.7301,-104.9078,anonymous,EN,1,neutral,agree,disagree,slightly disagree,strongly agree,4,4,4,3,7,6,2,6,12,1,2,6,5,1,7,1,1,1,4,5,6,2,4,7,5,,,,,,,,,,1,5,5,4,2,6,7,6,1,2,5,1,1,4,3,4,7,3,1996,Male,4,5,5,5,5,5
6/22/22 15:21,6/22/22 15:29,0,97.71.250.296,29,477,0,6/29/22 15:29,R_R99MfLHGqgrtckN,,,,,,,anonymous,EN,1,disagree,agree,strongly disagree,disagree,strongly agree,2,5,1,6,3,1,6,3,12,2,5,4,6,7,3,1,4,6,5,3,3,1,4,6,7,,,,,,,,,,5,4,3,1,6,6,6,1,4,7,5,3,3,2,1,2,5,3,1990,Female,6,,,,,
6/29/22 15:43,6/29/22 15:45,0,97.71.250.297,100,139,1,6/29/22 15:45,R_1hQn9ynMjw1Jprb,,,,,28.3036,-81.5911,anonymous,EN,1,neutral,slightly agree,strongly agree,agree,strongly agree,7,3,6,2,2,2,6,1,12,1,6,6,4,2,2,1,6,4,6,7,1,1,2,1,5,,,,,,,,,,1,1,3,6,2,6,7,6,3,6,1,1,5,3,6,4,5,4,1991,Non-Binary,6,7,7,7,7,7
6/29/22 16:21,6/29/22 16:39,0,97.71.250.298,100,1036,1,6/29/22 16:39,R_NUQa8HZrBRWywyl,,,,,27.9091,-82.8028,anonymous,EN,1,neutral,slightly agree,agree,neutral,neutral,1,1,2,6,1,5,5,3,12,6,5,1,2,6,1,1,4,3,5,6,1,2,7,4,2,,,,,,,,,,2,1,4,3,4,7,7,3,1,4,3,6,2,5,1,3,1,3,1996,Female,7,7,7,7,7,7
6/29/22 17:03,6/29/22 17:07,0,97.71.250.299,100,224,1,6/29/22 17:07,R_33euS8Ww8kg2z8q,,,,,28.4627,-81.3954,anonymous,EN,1,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,4,1,5,1,6,5,2,6,12,5,6,3,7,1,2,1,4,5,7,1,5,3,3,2,6,,,,,,,,,,2,4,3,5,7,7,6,3,6,5,1,4,2,6,7,5,2,7,1991,Non-Binary,7,7,7,7,7,7
6/29/22 17:09,6/29/22 17:20,0,97.71.250.300,100,657,1,6/29/22 17:20,R_p5d6litesrV0O6l,,,,,28.3056,-81.4197,anonymous,EN,1,disagree,slightly agree,strongly agree,strongly agree,slightly disagree,5,1,1,1,3,5,2,7,12,1,6,5,4,1,4,1,1,6,3,7,2,7,2,3,5,,,,,,,,,,6,1,3,6,6,5,7,6,3,5,5,6,7,4,4,6,3,4,1986,Non-Binary,3,7,7,7,7,7
6/22/22 17:54,6/22/22 17:57,0,97.71.250.301,37,202,0,6/29/22 17:57,R_0TgYuPdbU7beohz,,,,,,,anonymous,EN,1,strongly agree,strongly disagree,slightly disagree,agree,strongly agree,1,3,4,2,2,2,1,5,12,6,2,7,7,1,6,1,2,2,7,4,4,2,3,5,1,,,,,,,,,,2,3,5,6,1,4,5,6,7,7,4,4,7,3,4,3,1,1,1987,Female,4,7,7,7,7,7
6/29/22 17:53,6/29/22 18:00,0,97.71.250.302,100,453,1,6/29/22 18:00,R_1ovTeUTDynwGA1K,,,,,33.7387,-78.9762,anonymous,EN,1,strongly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,2,4,1,1,7,3,1,1,12,1,1,5,5,7,5,1,5,1,4,1,1,1,7,3,7,,,,,,,,,,2,1,7,2,7,7,7,3,5,3,7,4,3,3,5,6,5,5,1993,Female,6,7,7,7,7,7
6/29/22 17:53,6/29/22 18:10,0,97.71.250.303,100,981,1,6/29/22 18:10,R_11dA0b8YvC4k2Zk,,,,,26.0162,-80.1955,anonymous,EN,1,neutral,slightly agree,agree,strongly disagree,slightly agree,6,5,4,2,7,7,3,3,12,3,3,1,3,1,4,1,2,3,1,7,3,2,3,3,2,,,,,,,,,,4,5,2,5,6,4,5,4,1,6,2,1,5,4,6,7,2,4,1999,Female,6,7,7,7,7,7
6/29/22 18:06,6/29/22 18:19,0,97.71.250.304,100,750,1,6/29/22 18:19,R_3MQBtg79akIjIV1,,,,,26.139,-80.1214,anonymous,EN,1,disagree,agree,strongly agree,agree,strongly agree,1,6,5,7,1,2,5,4,12,2,4,6,1,6,2,1,5,1,1,7,1,3,6,3,2,,,,,,,,,,3,1,7,6,5,6,3,6,4,2,3,3,5,5,2,6,6,1,2002,Female,7,7,7,7,7,7
6/29/22 18:14,6/29/22 18:43,0,97.71.250.305,100,1762,1,6/29/22 18:43,R_xzJbuztveFbwsLv,,,,,36.2473,-115.2821,anonymous,EN,1,strongly agree,slightly agree,strongly agree,agree,agree,1,4,3,6,1,4,4,6,12,6,2,2,2,6,7,1,3,7,6,1,7,6,3,7,7,,,,,,,,,,1,5,4,2,2,5,2,2,7,4,5,6,6,1,3,3,5,6,1985,Non-Binary,4,7,7,7,7,7
6/22/22 19:27,6/22/22 19:32,0,97.71.250.306,59,343,0,6/29/22 19:33,R_2VBUXF6qgAZun5A,,,,,,,anonymous,EN,1,disagree,slightly disagree,strongly agree,disagree,strongly agree,4,7,1,6,1,4,2,6,12,7,1,5,2,1,1,1,4,1,1,5,4,5,1,1,1,,,,,,,,,,2,3,3,2,5,2,1,7,1,2,4,3,7,5,3,6,6,3,1993,Non-Binary,3,,,,,
6/29/22 19:40,6/29/22 19:48,0,97.71.250.307,100,452,1,6/29/22 19:48,R_aV24jEddfR9M8YF,,,,,39.0537,-94.5906,anonymous,EN,1,strongly disagree,disagree,slightly disagree,neutral,strongly agree,3,1,3,2,3,4,4,5,12,6,4,5,2,2,2,1,6,3,4,1,7,1,6,4,1,,,,,,,,,,3,5,3,3,4,5,3,3,2,2,7,7,3,4,2,5,3,1,1999,Male,7,7,7,7,7,7
6/22/22 21:07,6/22/22 21:10,0,97.71.250.308,49,188,0,6/29/22 21:11,R_2CjFUM6sc01xm80,,,,,,,anonymous,EN,1,neutral,strongly disagree,disagree,agree,disagree,3,4,7,5,7,7,2,4,12,4,4,1,7,6,1,1,2,4,2,7,2,1,2,4,3,,,,,,,,,,6,7,3,2,5,5,7,7,1,3,2,3,4,7,1,4,2,3,1986,Male,5,7,7,7,7,7
6/29/22 21:15,6/29/22 21:16,0,97.71.250.309,100,48,1,6/29/22 21:16,R_20OPSTgbCOubt8o,,,,,36.1515,-86.792,anonymous,EN,1,agree,disagree,agree,strongly disagree,strongly agree,2,6,7,7,7,4,3,7,12,5,7,6,7,4,4,1,1,1,3,5,7,7,1,4,3,,,,,,,,,,7,5,5,6,7,6,2,7,5,3,1,6,2,2,7,5,3,1,1984,Non-Binary,4,,,,,
6/29/22 21:12,6/29/22 21:38,0,97.71.250.310,100,1563,1,6/29/22 21:38,R_1Ii3wapow0btoTV,,,,,36.2973,-115.2418,anonymous,EN,1,neutral,neutral,disagree,slightly agree,disagree,3,1,7,7,2,1,3,6,12,4,3,3,3,5,5,1,2,7,5,5,3,7,4,2,6,,,,,,,,,,4,3,6,4,1,6,4,4,1,5,6,1,1,6,4,1,4,6,1993,Female,1,7,7,7,7,7
6/30/22 3:57,6/30/22 4:01,0,97.71.250.311,100,272,1,6/30/22 4:01,R_111qrwpJD9aL6rs,,,,,28.53,-81.4057,anonymous,EN,1,agree,strongly disagree,agree,agree,neutral,4,2,1,7,3,7,4,6,12,4,2,6,4,3,1,1,2,3,7,7,4,7,3,6,2,,,,,,,,,,4,3,2,6,6,4,1,5,6,5,5,6,5,2,7,1,1,7,1993,Female,5,7,7,7,7,7
6/30/22 4:53,6/30/22 5:07,0,97.71.250.312,100,819,1,6/30/22 5:07,R_20URdHeSHznmAD5,,,,,27.9032,-82.2911,anonymous,EN,1,slightly disagree,strongly agree,slightly disagree,strongly disagree,slightly disagree,2,2,6,3,4,2,3,1,12,5,6,7,7,2,2,1,3,6,5,2,7,3,5,6,5,,,,,,,,,,6,5,1,6,6,4,3,3,2,5,5,7,6,4,4,6,6,2,2001,Non-Binary,4,7,7,7,7,7
6/30/22 5:08,6/30/22 5:09,0,97.71.250.313,100,45,1,6/30/22 5:09,R_2BtiDXidPLII9ah,,,,,27.9032,-82.2911,anonymous,EN,1,slightly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,1,3,2,6,6,4,5,2,12,7,5,4,5,6,4,1,4,5,1,5,4,6,7,4,2,,,,,,,,,,5,4,3,7,3,1,3,1,3,1,2,6,6,6,4,3,5,6,1986,Male,4,,,,,
6/30/22 7:20,6/30/22 7:25,0,97.71.250.314,100,316,1,6/30/22 7:25,R_2xRXy6FpMRy6EnB,,,,,32.8372,-96.769,anonymous,EN,1,neutral,slightly agree,disagree,disagree,disagree,4,3,6,4,1,1,1,4,12,2,2,4,1,2,5,1,6,6,5,4,2,4,7,6,4,,,,,,,,,,5,1,4,1,5,5,2,3,5,2,3,2,7,3,7,4,2,6,2002,Female,5,7,7,7,7,7
6/30/22 7:32,6/30/22 7:37,0,97.71.250.315,100,264,1,6/30/22 7:37,R_WkAhKsUzT7CnCAF,,,,,28.2475,-82.4943,anonymous,EN,1,neutral,neutral,neutral,strongly disagree,strongly disagree,4,3,1,1,2,2,2,2,12,1,6,2,1,2,7,1,4,7,2,6,2,4,5,3,3,,,,,,,,,,6,6,6,7,1,4,1,2,6,1,2,3,3,1,3,1,7,7,2001,Male,4,7,7,7,7,7
6/30/22 7:45,6/30/22 7:53,0,97.71.250.316,100,478,1,6/30/22 7:53,R_1d9RB3HGKWCOeL1,,,,,29.9762,-95.6401,anonymous,EN,1,agree,agree,disagree,slightly disagree,slightly agree,3,3,7,3,6,5,1,4,12,2,4,6,3,6,2,1,4,6,1,5,3,7,2,6,3,,,,,,,,,,7,6,2,1,7,1,6,6,6,5,5,3,4,2,2,2,2,1,1991,Non-Binary,7,7,7,7,7,7
6/30/22 7:54,6/30/22 8:04,0,97.71.250.317,100,595,1,6/30/22 8:04,R_UsdjEs8t3Ip4dgZ,,,,,36.1732,-85.4536,anonymous,EN,1,strongly disagree,agree,disagree,disagree,slightly agree,6,5,3,2,7,1,3,7,12,7,4,3,1,5,3,1,4,5,6,5,3,5,1,6,7,,,,,,,,,,7,4,5,5,1,6,6,6,7,7,2,7,3,1,6,1,4,7,1988,Male,7,7,7,7,7,7
6/30/22 7:33,6/30/22 8:08,0,97.71.250.318,100,2135,1,6/30/22 8:08,R_1Qo3G2YXQwiO7Hl,,,,,25.9585,-80.1381,anonymous,EN,1,slightly disagree,neutral,strongly disagree,disagree,strongly agree,4,5,4,4,2,6,2,5,12,1,1,5,2,5,5,1,1,7,2,6,6,7,1,4,7,,,,,,,,,,6,6,4,4,2,5,5,4,2,3,7,2,7,7,4,6,5,5,1993,Female,4,7,7,7,7,7
6/30/22 8:05,6/30/22 8:12,0,97.71.250.319,100,440,1,6/30/22 8:12,R_1FhSq7L70afhFrv,,,,,27.9032,-82.2911,anonymous,EN,1,agree,neutral,disagree,slightly disagree,strongly agree,5,5,2,4,6,5,7,6,12,7,3,3,4,6,2,1,7,3,6,3,6,5,2,7,3,,,,,,,,,,6,1,3,4,2,1,7,2,3,5,6,5,4,4,7,2,7,4,1996,Female,2,7,7,7,7,7
6/30/22 8:03,6/30/22 8:14,0,97.71.250.320,100,633,1,6/30/22 8:14,R_6X1pwQlLKcw2yeB,,,,,29.6138,-82.386,anonymous,EN,1,agree,slightly disagree,slightly disagree,disagree,agree,1,1,7,6,5,6,7,3,12,6,5,2,1,3,3,1,6,2,7,7,4,7,5,5,4,,,,,,,,,,7,3,3,1,6,3,4,7,4,3,2,3,4,7,5,1,7,7,1999,Male,6,7,7,7,7,7
6/30/22 8:33,6/30/22 8:39,0,97.71.250.321,100,399,1,6/30/22 8:39,R_3MyxCWAXUN33EEc,,,,,27.9032,-82.2911,anonymous,EN,1,strongly disagree,strongly agree,neutral,strongly agree,disagree,7,1,6,1,2,5,4,7,12,2,5,4,1,6,3,1,5,5,6,2,3,5,4,2,5,,,,,,,,,,5,6,5,3,3,2,6,3,4,4,6,5,4,1,4,7,7,2,1992,Non-Binary,6,7,7,7,7,7
6/30/22 8:46,6/30/22 9:00,0,97.71.250.322,100,836,1,6/30/22 9:00,R_2cyzBN8jVz0PVfP,,,,,27.893,-82.5074,anonymous,EN,1,strongly agree,disagree,disagree,slightly disagree,strongly disagree,7,1,4,7,4,6,4,4,12,4,5,3,3,5,4,1,2,2,4,3,3,4,4,7,4,,,,,,,,,,3,6,2,6,2,2,3,5,3,3,2,2,5,2,6,1,5,6,2001,Male,7,7,7,7,7,7
6/30/22 8:52,6/30/22 9:03,0,97.71.250.323,100,681,1,6/30/22 9:03,R_r1Faw1m65MHvsFH,,,,,39.7388,-104.9868,anonymous,EN,1,neutral,neutral,slightly disagree,slightly agree,slightly agree,3,1,3,2,2,1,2,2,12,6,4,1,2,4,3,1,6,3,3,5,6,7,6,1,7,,,,,,,,,,5,3,6,5,1,5,7,5,3,3,3,6,5,5,7,5,7,6,1984,Non-Binary,6,7,7,1,1,1
6/23/22 9:08,6/23/22 9:13,0,97.71.250.324,45,290,0,6/30/22 9:13,R_ZfMPRzhsQIJQUc9,,,,,,,anonymous,EN,1,disagree,neutral,agree,slightly disagree,agree,2,2,7,6,4,2,5,1,12,3,2,2,6,1,7,1,1,5,5,6,4,5,5,6,2,,,,,,,,,,3,1,6,7,1,7,1,6,4,3,7,5,1,5,4,1,3,4,1997,Male,6,7,7,7,7,7
