"salary","satisfaction_level","average_monthly_hours"
"medium",0.72,193
"medium",0.84,204
"medium",0.57,158
"medium",0.69,236
"medium",0.57,191
"medium",0.52,104
"medium",0.56,245
"medium",0.75,186
"medium",0.98,168
"high",0.48,262
"low",0.35,116
"low",0.66,187
"low",0.79,184
"high",0.86,155
"low",0.88,190
"low",0.83,242
"low",0.8,204
"high",0.64,232
"low",0.72,245
"low",0.67,251
"low",0.75,179
"low",0.65,153
"low",0.98,210
"low",0.68,257
"low",0.52,137
"medium",0.68,179
"medium",0.92,213
"medium",0.86,106
"medium",0.5,272
"medium",0.35,153
"medium",0.76,172
"medium",0.66,224
"medium",0.58,230
"medium",0.55,222
"medium",0.9,270
"medium",0.75,205
"medium",0.9,134
"high",0.14,275
"low",0.86,183
"medium",0.56,143
"medium",0.54,259
"medium",0.36,186
"medium",0.82,155
"low",0.49,266
"low",0.77,215
"low",0.64,179
"low",0.93,217
"low",0.96,235
"low",0.6,164
"low",0.58,178
"low",0.52,170
"low",0.74,241
"low",0.64,222
"low",0.93,233
"low",0.76,243
"low",0.5,175
"low",0.79,266
"low",0.97,201
"low",0.6,259
"low",0.84,105
"low",0.75,189
"low",0.24,232
"low",0.24,258
"low",0.51,173
"medium",0.5,147
"medium",0.66,256
"medium",0.97,206
"medium",0.61,175
"medium",0.77,274
"medium",0.74,229
"medium",0.92,161
"medium",0.78,188
"medium",0.56,205
"medium",0.82,246
"medium",0.26,161
"medium",0.69,246
"high",0.78,158
"low",0.67,175
"medium",0.77,268
"medium",0.8,211
"medium",0.51,274
"medium",0.77,241
"low",0.65,170
"low",0.58,287
"low",0.67,235
"low",0.33,98
"low",0.78,105
"low",0.58,226
"low",0.63,171
"low",0.63,153
"low",0.59,183
"low",0.6,139
"low",0.93,210
"low",0.78,177
"low",0.65,148
"low",1,198
"low",0.96,137
"low",0.54,233
"low",0.98,204
"low",0.34,164
"low",0.71,162
"low",0.64,180
"low",0.71,199
"medium",0.58,190
"medium",0.87,151
"medium",0.58,162
"medium",0.87,139
"medium",0.72,231
"medium",0.67,269
"medium",0.53,249
"medium",0.78,148
"medium",0.19,233
"medium",1,240
"medium",0.75,229
"medium",0.29,256
"high",0.37,188
"low",0.78,167
"medium",0.24,190
"medium",0.49,168
"medium",0.18,154
"medium",0.76,135
"low",0.5,217
"low",0.82,253
"low",0.97,180
"low",0.72,225
"low",0.98,134
"low",0.76,192
"low",0.72,224
"low",0.96,260
"low",0.62,178
"low",0.25,166
"low",0.82,180
"low",0.59,189
"low",0.94,154
"low",0.72,236
"low",0.53,198
"low",0.67,148
"low",0.99,205
"low",0.64,133
"low",0.61,160
"low",0.89,201
"low",0.61,157
"medium",0.9,260
"medium",0.96,152
"medium",0.62,218
"medium",0.89,252
"medium",0.52,216
"medium",0.66,183
"medium",0.96,269
"medium",0.95,132
"medium",0.75,170
"medium",0.39,257
"medium",0.93,138
"medium",0.44,115
"high",0.9,165
"low",0.75,214
"medium",0.45,246
"medium",0.42,188
"medium",0.99,255
"medium",0.89,190
"low",0.96,164
"low",0.5,165
"low",0.59,141
"low",0.57,154
"low",1,165
"low",0.6,266
"low",0.21,235
"low",0.63,159
"low",0.8,218
"low",0.51,149
"low",0.89,239
"low",0.83,225
"low",0.77,247
"low",0.79,183
"low",0.63,214
"low",0.68,113
"low",0.74,244
"low",0.49,286
"medium",0.46,139
"medium",0.9,176
"medium",0.7,136
"medium",0.84,222
"medium",0.89,269
"medium",0.59,183
"medium",0.57,206
"medium",0.53,158
"medium",0.83,136
"medium",0.51,182
"medium",0.78,268
"medium",0.52,144
"high",0.42,286
"low",0.61,268
"medium",0.85,255
"medium",0.17,245
"medium",0.79,134
"medium",0.56,251
"low",0.5,165
"low",0.51,223
"low",0.77,225
"low",0.84,196
"low",0.21,253
"low",0.65,222
"low",0.95,135
"low",0.8,217
"low",0.77,192
"low",0.57,172
"low",0.92,183
"low",1,186
"low",0.85,163
"low",0.57,262
"low",0.66,202
"low",0.85,248
"low",0.99,214
"low",0.91,260
"low",0.96,260
"low",0.49,251
"low",0.39,179
"medium",0.87,178
"medium",0.19,210
"medium",0.9,273
"medium",0.5,166
"medium",0.7,246
"medium",0.52,192
"medium",0.71,274
"medium",0.4,232
"medium",0.96,158
"medium",0.86,137
"medium",0.68,209
"medium",0.56,206
"high",0.65,230
"low",0.98,239
"medium",0.18,159
"medium",0.66,244
"medium",0.14,259
"medium",0.94,245
"low",0.56,141
"low",0.56,202
"low",0.59,143
"low",0.63,286
"low",0.97,173
"low",0.76,195
"low",0.85,167
"low",0.23,197
"low",0.68,255
"low",0.71,274
"low",0.5,192
"low",0.61,225
"low",0.99,209
"low",0.97,222
"low",0.82,208
"low",0.72,162
"low",0.53,135
"low",0.55,200
"low",0.52,159
"low",0.8,156
"low",0.51,169
"medium",0.66,154
"medium",0.56,169
"medium",0.5,233
"medium",0.94,218
"medium",0.42,279
"medium",0.6,195
"medium",0.55,223
"medium",0.76,275
"medium",0.84,234
"medium",0.33,113
"medium",0.61,133
"medium",0.91,158
"high",0.73,214
"low",0.87,272
"medium",0.38,127
"medium",0.8,141
"medium",0.69,263
"medium",0.99,174
"low",0.92,246
"low",0.6,201
"low",0.89,181
"low",0.91,238
"low",0.35,167
"low",0.88,224
"low",0.66,182
"low",0.21,189
"medium",0.78,169
"medium",0.21,287
"medium",0.64,150
"medium",0.68,146
"medium",0.99,162
"medium",0.85,158
"medium",0.86,185
"medium",0.89,214
"medium",0.49,200
"medium",0.76,219
"medium",0.79,218
"medium",0.89,237
"medium",0.34,105
"medium",0.81,251
"medium",0.96,227
"medium",0.7,158
"medium",0.92,252
"medium",0.5,198
"medium",0.75,192
"medium",0.42,139
"medium",0.29,205
"medium",0.91,224
"medium",0.55,267
"medium",0.57,200
"medium",0.27,97
"high",0.7,253
"high",0.63,191
"high",0.97,199
"high",0.28,127
"high",0.7,187
"high",0.83,215
"high",0.22,176
"high",0.55,194
"high",0.33,216
"high",0.5,185
"high",0.93,140
"high",0.77,260
"low",0.93,137
"low",0.72,151
"low",0.78,152
"low",0.55,166
"low",0.39,261
"low",0.67,235
"low",0.61,201
"low",0.6,250
"low",0.48,146
"low",0.75,195
"low",0.87,259
"low",0.51,166
"low",0.63,188
"low",0.6,203
"low",0.7,167
"medium",0.5,258
"medium",0.59,126
"medium",0.52,246
"medium",0.55,205
"medium",0.81,201
"medium",0.94,197
"medium",0.98,272
"medium",0.83,206
"medium",0.93,184
"medium",0.99,199
"medium",0.55,220
"medium",0.96,233
"high",0.28,221
"high",0.97,168
"high",0.8,251
"high",0.75,188
"high",0.89,203
"high",0.6,168
"high",0.73,227
"high",0.88,159
"low",0.5,159
"low",0.53,275
"low",0.95,283
"low",0.94,169
"low",0.49,227
"low",0.59,147
"low",0.51,227
"low",0.66,166
"medium",0.76,168
"medium",0.12,229
"medium",0.84,134
"medium",0.94,196
"medium",0.63,181
"medium",0.79,177
"medium",0.85,272
"medium",0.74,213
"medium",0.23,220
"medium",0.62,274
"medium",0.36,242
"medium",0.7,182
"medium",0.57,172
"medium",0.83,226
"medium",0.71,132
"medium",0.23,121
"medium",0.59,207
"medium",0.69,141
"medium",0.63,189
"medium",0.9,269
"medium",0.31,200
"medium",0.92,199
"medium",0.96,213
"high",0.66,105
"low",0.48,141
"medium",0.15,255
"medium",0.59,217
"medium",0.66,165
"medium",0.69,220
"medium",0.65,241
"medium",0.58,274
"medium",0.72,224
"medium",0.65,240
"medium",0.63,210
"medium",0.55,215
"low",0.74,254
"low",0.58,150
"low",0.71,177
"low",0.83,101
"low",0.63,183
"low",0.56,224
"low",0.88,263
"high",0.82,207
"low",0.69,243
"high",0.57,157
"high",0.75,242
"low",0.6,265
"low",0.96,196
"high",0.75,135
"low",1,270
"medium",0.92,201
"high",0.84,225
"medium",0.82,205
"medium",0.74,131
"medium",0.21,118
"medium",0.62,187
"high",0.54,275
"medium",0.55,125
"medium",0.84,270
"medium",0.61,123
"high",0.64,281
"medium",0.92,223
"high",0.86,268
"low",0.6,174
"medium",0.86,162
"medium",0.55,192
"medium",0.54,178
"medium",0.49,250
"low",0.98,262
"low",0.55,194
"low",0.64,146
"low",0.54,245
"low",0.58,131
"low",0.57,108
"low",0.65,206
"low",0.6,146
"low",0.59,171
"low",0.77,173
"high",0.55,240
"low",0.5,199
"low",0.43,237
"low",0.58,258
"low",0.66,269
"high",0.7,245
"low",0.82,164
"low",0.49,256
"low",0.99,213
"high",0.96,193
"low",0.7,179
"medium",0.22,278
"high",0.91,256
"medium",0.18,173
"high",0.84,179
"medium",0.66,145
"medium",0.49,168
"medium",0.88,213
"medium",0.69,150
"medium",0.83,262
"medium",0.56,149
"medium",0.95,139
"medium",0.56,272
"high",0.93,252
"low",0.84,232
"medium",0.84,266
"medium",0.52,264
"medium",0.98,142
"medium",0.66,208
"medium",0.92,178
"medium",0.71,192
"medium",0.65,242
"medium",0.23,277
"medium",0.71,173
"high",0.21,276
"low",0.7,189
"low",0.9,139
"low",0.6,140
"high",0.58,191
"low",0.73,178
"low",0.56,184
"low",0.97,144
"high",0.92,160
"low",0.77,225
"low",0.97,266
"low",0.7,154
"low",0.78,142
"low",0.77,207
"low",0.66,162
"low",0.25,287
"medium",0.89,270
"medium",0.15,160
"medium",0.26,113
"medium",0.74,178
"medium",0.52,153
"medium",0.95,255
"medium",0.66,257
"medium",0.79,243
"medium",0.98,179
"medium",0.4,123
"medium",1,132
"medium",0.71,134
"high",0.48,277
"low",0.76,265
"medium",0.61,269
"medium",0.74,156
"medium",0.24,237
"medium",0.79,271
"low",0.75,206
"low",0.6,192
"low",0.72,230
"low",1,261
"low",0.55,173
"low",0.3,109
"low",0.89,247
"low",0.84,163
"low",0.67,149
"low",0.15,218
"low",0.59,194
"low",0.5,157
"low",0.23,244
"low",0.95,169
"low",0.31,146
"low",0.47,207
"low",0.26,195
"low",0.55,148
"low",0.89,272
"low",0.88,185
"low",0.98,260
"medium",0.96,182
"medium",0.85,195
"medium",0.96,168
"medium",0.85,198
"medium",0.59,172
"medium",0.51,216
"medium",0.5,232
"medium",0.53,148
"medium",0.44,210
"medium",0.99,197
"medium",0.73,241
"medium",0.51,154
"high",0.5,259
"low",0.52,106
"medium",0.74,262
"medium",0.69,202
"medium",0.22,174
"medium",0.49,240
"low",0.7,247
"low",0.68,148
"low",0.66,187
"low",0.99,183
"low",0.88,240
"low",0.2,149
"low",0.56,130
"low",0.68,203
"low",0.85,218
"low",0.95,204
"low",0.6,163
"low",0.61,183
"low",0.55,211
"low",0.64,156
"low",0.64,196
"low",0.87,162
"low",0.2,218
"low",0.99,135
"low",0.96,273
"low",0.53,241
"low",0.7,285
"medium",0.68,236
"medium",0.96,222
"medium",0.64,242
"medium",0.86,166
"medium",0.87,172
"medium",0.53,249
"medium",0.72,180
"medium",0.83,197
"medium",0.97,185
"medium",0.92,171
"medium",0.82,191
"medium",0.59,250
"high",0.84,199
"low",0.71,139
"medium",0.49,224
"medium",0.78,227
"medium",0.84,198
"medium",0.85,165
"low",0.87,199
"low",0.94,203
"low",0.82,243
"low",0.78,135
"low",0.47,100
"low",0.5,150
"low",0.75,252
"low",0.36,98
"low",0.91,262
"low",0.87,257
"low",0.97,160
"low",0.71,190
"low",0.83,231
"low",0.42,190
"low",0.53,181
"low",0.56,273
"low",0.26,214
"low",0.53,192
"low",0.99,224
"low",0.48,96
"low",0.91,276
"medium",0.76,162
"medium",0.67,190
"medium",0.58,147
"medium",0.57,143
"medium",0.55,280
"medium",0.79,137
"medium",0.48,259
"medium",0.68,176
"medium",0.19,231
"medium",0.99,104
"medium",0.3,224
"medium",0.81,202
"high",0.58,180
"low",0.74,228
"medium",0.59,165
"medium",0.46,177
"medium",0.58,194
"medium",0.77,192
"low",0.79,171
"low",0.51,187
"low",0.7,205
"low",0.84,230
"low",0.19,172
"low",0.9,167
"low",0.19,145
"low",0.96,166
"low",0.87,148
"low",0.5,223
"low",0.88,123
"low",0.55,158
"low",0.89,223
"low",0.58,252
"low",0.58,143
"low",0.34,131
"low",0.54,206
"low",0.59,210
"medium",0.88,262
"medium",0.72,147
"medium",0.79,259
"medium",0.51,174
"medium",0.84,150
"medium",0.95,219
"medium",0.58,178
"medium",0.69,269
"medium",0.17,205
"medium",0.81,232
"medium",0.41,193
"medium",0.12,110
"high",0.71,208
"low",0.32,157
"medium",0.83,187
"medium",0.74,226
"medium",0.67,266
"medium",0.85,159
"low",0.49,259
"low",0.7,150
"low",0.44,152
"low",0.5,245
"low",0.63,227
"low",0.87,261
"low",0.82,162
"low",0.97,193
"low",0.9,144
"low",0.41,151
"low",0.58,225
"low",0.77,170
"low",0.89,246
"low",0.64,254
"low",0.31,193
"low",0.6,175
"low",0.2,123
"low",0.13,178
"low",0.95,259
"low",0.15,201
"low",0.22,185
"medium",0.33,166
"medium",0.23,213
"medium",0.85,138
"medium",0.79,168
"medium",0.6,197
"medium",0.89,220
"medium",0.65,101
"medium",0.61,175
"medium",0.4,181
"medium",0.49,157
"medium",0.95,247
"medium",0.85,244
"high",0.24,152
"low",0.85,176
"medium",0.99,241
"medium",0.49,240
"medium",0.56,226
"medium",0.65,240
"low",0.62,253
"low",0.78,174
"low",0.54,213
"low",0.61,195
"low",0.49,230
"low",0.29,248
"low",0.64,274
"low",0.93,217
"low",0.16,229
"low",0.68,173
"low",0.71,146
"low",0.62,151
"low",0.74,137
"low",0.81,198
"low",0.2,190
"low",0.51,206
"low",0.55,238
"low",0.45,193
"low",0.91,176
"low",0.73,121
"low",0.98,145
"medium",0.62,212
"medium",0.57,198
"medium",0.99,189
"medium",0.82,200
"medium",0.24,217
"medium",0.84,245
"medium",0.9,260
"medium",0.13,206
"medium",0.6,249
"medium",0.72,154
"medium",0.68,147
"medium",0.51,148
"high",0.74,220
"low",0.86,241
"medium",0.85,242
"medium",0.63,156
"medium",0.74,155
"medium",0.6,211
"low",0.69,137
"low",0.56,269
"low",0.5,142
"low",0.84,267
"low",0.93,134
"low",0.12,287
"low",0.52,134
"low",0.6,185
"medium",0.71,181
"medium",0.21,169
"medium",0.15,201
"medium",0.38,215
"medium",0.27,222
"medium",0.86,137
"medium",0.17,176
"medium",0.66,257
"medium",0.95,224
"medium",0.59,226
"medium",0.49,196
"medium",0.9,256
"medium",0.98,153
"medium",0.52,221
"medium",0.12,236
"medium",0.91,137
"medium",0.99,256
"medium",0.49,161
"medium",0.92,167
"medium",0.21,194
"medium",0.89,231
"medium",0.84,152
"medium",0.72,150
"medium",0.57,207
"medium",0.9,172
"high",0.59,273
"high",0.97,134
"high",0.56,109
"high",0.78,124
"high",0.64,253
"high",0.58,224
"high",0.68,217
"high",0.82,148
"high",0.83,240
"high",0.49,226
"high",0.57,176
"high",0.66,248
"low",0.78,206
"low",0.55,192
"low",0.98,140
"low",0.89,141
"low",0.67,220
"low",1,140
"low",0.67,194
"low",0.2,228
"low",0.71,238
"low",0.65,207
"low",0.82,164
"low",0.48,224
"low",0.96,201
"low",0.52,171
"low",0.24,131
"medium",0.92,239
"medium",0.66,202
"medium",0.93,137
"medium",0.77,153
"medium",0.6,219
"medium",0.78,194
"medium",0.6,228
"medium",0.31,177
"medium",0.49,181
"medium",0.33,280
"medium",0.76,133
"medium",0.65,237
"high",0.88,152
"high",0.52,280
"high",0.48,253
"high",0.2,105
"high",0.93,159
"high",0.55,257
"high",0.73,202
"high",0.57,241
"low",0.63,267
"low",0.23,175
"low",0.93,257
"low",0.78,240
"low",0.75,181
"low",0.61,271
"low",0.36,151
"low",0.59,168
"medium",0.78,265
"medium",0.93,204
"medium",0.67,223
"medium",0.52,136
"medium",0.69,184
"medium",0.25,186
"medium",0.4,128
"medium",0.98,211
"medium",0.92,236
"medium",0.57,214
"medium",0.81,274
"medium",0.56,165
"medium",0.86,235
"medium",0.74,189
"medium",0.57,112
"medium",0.9,163
"medium",0.8,162
"medium",0.22,149
"medium",0.73,238
"medium",0.48,160
"medium",0.52,263
"medium",0.53,271
"medium",0.97,221
"high",0.97,255
"low",0.54,170
"medium",0.99,190
"medium",0.79,216
"medium",0.71,249
"medium",0.82,174
"medium",0.6,265
"medium",0.17,206
"medium",0.73,222
"medium",0.69,152
"medium",0.86,221
"medium",0.67,239
"low",0.25,217
"low",0.65,164
"low",0.81,142
"low",0.58,181
"low",0.14,207
"low",0.15,167
"low",0.98,243
"high",0.91,231
"low",0.86,250
"high",0.56,145
"high",0.58,190
"low",0.54,128
"low",0.59,254
"high",0.92,145
"low",0.82,246
"medium",0.86,246
"high",0.66,236
"medium",0.85,234
"medium",0.8,247
"medium",0.99,154
"medium",0.25,228
"high",0.93,209
"medium",0.5,173
"medium",0.68,206
"medium",0.62,151
"high",0.99,196
"medium",0.93,229
"high",0.2,235
"low",0.58,200
"medium",0.94,261
"medium",0.18,165
"medium",0.18,165
"medium",0.7,255
"low",0.93,185
"low",0.5,229
"low",0.54,153
"low",0.74,238
"low",0.66,199
"low",0.61,185
"low",0.74,196
"low",0.48,201
"low",0.65,189
"low",0.94,250
"high",0.91,254
"low",0.87,212
"low",0.23,196
"low",0.4,146
"low",0.68,250
"high",0.95,266
"low",0.63,133
"low",0.47,181
"low",0.2,282
"high",0.72,173
"low",0.56,237
"medium",0.7,202
"high",0.59,162
"medium",0.78,248
"high",0.62,165
"medium",0.71,216
"medium",0.72,143
"medium",0.76,254
"medium",0.83,186
"medium",0.92,245
"medium",0.67,157
"medium",0.56,184
"medium",0.91,210
"high",0.56,137
"low",0.72,145
"medium",0.56,181
"medium",0.92,174
"medium",0.74,183
"medium",0.88,171
"medium",0.69,190
"medium",0.87,142
"medium",0.98,198
"medium",0.9,185
"medium",0.49,171
"high",0.78,264
"low",0.58,175
"low",0.91,210
"low",0.92,212
"high",0.36,97
"low",0.55,214
"low",0.95,244
"low",0.5,246
"high",0.42,115
"low",0.75,237
"low",0.88,146
"low",0.53,159
"low",0.84,246
"low",0.49,226
"low",0.71,261
"low",0.83,242
"medium",0.88,177
"medium",0.87,144
"medium",0.43,221
"medium",0.8,265
"medium",0.32,224
"medium",0.77,167
"medium",0.97,245
"medium",0.98,232
"medium",0.62,229
"medium",0.53,128
"medium",0.93,211
"medium",0.51,194
"high",0.76,214
"low",0.69,216
"medium",0.58,222
"medium",0.98,144
"medium",0.58,287
"medium",0.57,224
"low",0.84,157
"low",0.15,216
"low",0.88,181
"low",0.69,133
"low",0.56,154
"low",0.49,265
"low",0.4,113
"low",0.67,280
"low",0.79,213
"low",0.47,255
"low",0.82,243
"low",0.82,206
"low",0.63,149
"low",0.91,273
"low",0.89,226
"low",0.96,238
"low",0.83,226
"low",0.75,199
"low",0.75,202
"low",0.41,152
"low",0.96,167
"medium",0.58,130
"medium",0.74,229
"medium",0.78,261
"medium",0.5,182
"medium",1,198
"medium",0.85,244
"medium",0.82,275
"medium",0.19,245
"medium",0.9,147
"medium",0.59,275
"medium",0.53,167
"medium",0.57,149
"high",0.85,233
"low",0.64,167
"medium",0.57,159
"medium",0.86,195
"medium",0.6,229
"medium",0.17,199
"low",0.54,174
"low",0.35,275
"low",0.92,217
"low",0.66,192
"low",0.83,195
"low",0.89,261
"low",0.94,199
"low",0.24,160
"low",0.69,177
"low",0.45,179
"low",0.78,161
"low",0.91,279
"low",0.63,246
"low",0.71,199
"low",0.73,161
"low",0.69,219
"low",0.52,162
"low",0.78,258
"low",0.94,269
"low",0.55,201
"low",0.43,278
"medium",0.77,147
"medium",0.59,247
"medium",0.65,191
"medium",0.82,280
"medium",0.31,191
"medium",0.84,264
"medium",0.15,236
"medium",0.64,271
"medium",0.48,129
"medium",0.82,249
"medium",0.99,188
"medium",0.8,147
"high",0.94,273
"low",0.94,237
"medium",0.77,273
"medium",0.48,190
"medium",0.62,226
"medium",0.61,216
"low",0.27,205
"low",0.89,208
"low",0.58,266
"low",0.64,249
"low",0.73,134
"low",0.74,189
"low",0.75,143
"low",0.78,173
"low",0.18,248
"low",0.8,186
"low",0.89,191
"low",0.84,227
"low",0.64,269
"low",0.53,254
"low",0.15,180
"low",0.66,144
"low",0.49,137
"low",0.78,223
"low",0.39,286
"low",0.9,151
"low",0.96,244
"medium",0.63,216
"medium",0.63,173
"medium",0.89,186
"medium",0.93,205
"medium",0.87,202
"medium",0.56,189
"medium",0.97,181
"medium",0.61,207
"medium",0.73,240
"medium",0.61,164
"medium",0.99,212
"medium",0.57,151
"high",0.74,197
"low",0.86,265
"medium",0.68,274
"medium",0.66,201
"medium",0.86,250
"medium",0.85,165
"low",0.98,186
"low",0.14,273
"low",0.2,162
"low",0.9,141
"low",0.51,268
"low",0.63,176
"low",0.83,223
"low",0.67,218
"low",0.96,228
"low",0.69,204
"low",0.69,148
"low",0.64,221
"low",0.62,271
"low",0.55,191
"low",0.98,223
"low",0.83,250
"low",0.73,230
"low",0.58,226
"medium",0.52,182
"medium",0.91,195
"medium",0.72,231
"medium",0.7,224
"medium",0.86,229
"medium",0.82,158
"medium",0.83,242
"medium",0.99,183
"medium",0.88,213
"medium",0.68,263
"medium",0.9,237
"medium",0.59,126
"high",0.76,168
"low",0.23,151
"medium",0.8,239
"medium",0.62,174
"medium",0.28,277
"medium",0.81,133
"low",0.64,150
"low",0.76,244
"low",0.79,232
"low",0.72,267
"low",0.22,162
"low",0.18,228
"low",0.91,180
"low",0.69,252
"low",0.91,212
"low",0.67,224
"low",0.98,240
"low",0.69,183
"low",0.96,160
"low",0.69,225
"low",0.65,268
"low",0.7,221
"low",0.48,173
"low",0.48,103
"low",0.16,196
"low",0.72,239
"low",0.91,171
"medium",0.74,243
"medium",0.56,153
"medium",0.56,142
"medium",0.88,168
"medium",0.86,180
"medium",0.66,186
"medium",0.41,236
"medium",0.68,267
"medium",0.59,129
"medium",0.52,181
"medium",0.3,99
"medium",0.44,170
"high",0.75,195
"low",0.23,149
"medium",0.34,132
"medium",0.52,164
"medium",0.79,250
"medium",0.5,204
"low",0.89,210
"low",0.84,98
"low",0.26,241
"low",0.57,203
"low",0.14,257
"low",0.94,201
"low",0.3,124
"low",0.29,175
"low",0.82,161
"low",0.62,183
"low",0.64,262
"low",0.17,184
"low",0.75,207
"low",0.49,185
"low",0.84,180
"low",0.48,224
"low",0.54,184
"low",0.76,252
"low",0.77,196
"low",0.95,203
"low",0.72,181
"medium",0.74,148
"medium",0.9,211
"medium",0.67,246
"medium",0.97,258
"medium",0.55,231
"medium",0.32,184
"medium",0.4,146
"low",0.66,136
"low",0.7,266
"low",0.69,220
"low",0.72,248
"low",0.21,183
"low",0.91,169
"low",0.72,132
"low",0.96,197
"low",1,152
"low",0.63,126
"low",0.24,106
"low",0.44,128
"low",0.92,191
"low",0.51,189
"low",0.77,141
"low",0.8,220
"low",0.84,118
"low",0.91,223
"low",0.64,263
"medium",0.15,209
"medium",0.74,193
"medium",0.94,211
"medium",0.57,192
"medium",0.92,156
"medium",0.76,278
"medium",0.73,199
"medium",0.24,194
"medium",0.42,125
"medium",0.92,96
"medium",0.92,234
"medium",0.68,181
"medium",0.49,246
"medium",0.57,171
"medium",0.3,198
"medium",0.17,280
"medium",0.91,267
"medium",0.83,251
"medium",0.87,182
"medium",0.71,157
"medium",0.88,206
"medium",0.63,237
"medium",0.99,166
"medium",0.99,229
"medium",0.77,256
"medium",0.64,114
"medium",0.61,243
"medium",0.37,199
"medium",0.19,188
"medium",0.96,187
"medium",0.8,216
"low",0.14,215
"low",0.15,213
"low",0.52,198
"low",0.27,121
"low",0.97,212
"low",0.52,271
"low",0.98,186
"low",0.96,265
"low",0.28,151
"low",0.65,206
"low",0.59,153
"low",0.64,267
"low",0.71,161
"low",0.83,149
"low",0.95,269
"low",0.73,248
"low",0.81,243
"low",0.71,207
"low",0.8,111
"low",0.85,226
"low",0.41,151
"medium",0.51,224
"medium",0.49,146
"medium",0.76,163
"medium",0.57,255
"medium",0.54,196
"medium",0.68,227
"medium",0.7,251
"medium",0.77,209
"medium",0.95,254
"low",0.5,249
"low",0.99,131
"low",0.94,142
"low",0.83,239
"low",0.64,225
"low",0.16,170
"low",0.83,254
"low",0.93,156
"low",0.32,151
"low",0.12,200
"low",0.5,184
"low",0.57,257
"low",0.25,194
"low",0.98,139
"low",0.81,273
"low",0.94,261
"low",0.83,135
"low",0.77,207
"low",0.57,265
"medium",0.18,208
"medium",0.67,159
"medium",0.35,151
"medium",0.78,97
"medium",0.72,154
"medium",0.9,264
"medium",0.58,135
"medium",0.64,238
"medium",0.91,166
"medium",0.59,156
"medium",0.76,202
"medium",0.76,204
"medium",0.51,135
"medium",0.54,252
"medium",0.67,254
"medium",0.68,165
"medium",0.97,200
"medium",0.5,155
"medium",0.81,162
"medium",0.77,159
"medium",0.59,266
"medium",1,155
"medium",0.74,170
"high",0.91,172
"low",0.77,187
"medium",0.79,185
"medium",0.82,232
"low",0.89,260
"low",0.83,218
"low",0.72,217
"low",0.7,212
"low",1,189
"low",0.57,158
"low",0.55,168
"low",0.47,134
"low",0.95,213
"low",0.29,149
"low",0.71,201
"low",0.89,146
"low",0.81,212
"low",0.72,140
"low",1,156
"high",0.79,163
"low",0.69,154
"high",0.97,218
"high",0.61,157
"low",0.71,222
"low",0.96,152
"high",0.77,263
"low",0.57,231
"medium",0.92,258
"high",0.99,213
"medium",0.86,159
"low",0.78,156
"low",0.85,235
"low",0.38,190
"low",0.63,238
"low",0.66,137
"low",0.19,171
"low",0.63,249
"low",0.32,205
"low",0.73,149
"low",0.75,139
"low",0.7,168
"low",0.77,181
"low",0.83,150
"low",0.75,246
"medium",0.97,271
"low",0.75,204
"low",0.66,170
"low",0.56,208
"low",0.77,226
"low",0.82,149
"low",0.85,264
"low",0.49,177
"low",0.24,262
"low",0.32,211
"low",0.77,141
"high",0.77,197
"low",0.93,154
"low",0.22,178
"low",0.24,169
"low",0.99,228
"high",0.61,231
"low",0.6,185
"low",0.79,195
"low",0.94,147
"high",0.18,192
"low",0.51,241
"medium",0.55,151
"high",0.73,221
"medium",0.41,263
"high",0.88,178
"medium",0.23,169
"medium",0.78,271
"medium",0.34,155
"medium",0.51,164
"medium",0.8,226
"medium",0.66,220
"medium",0.62,153
"medium",0.5,252
"high",0.96,182
"low",0.5,150
"medium",0.73,273
"medium",0.47,215
"medium",0.49,172
"medium",0.92,264
"medium",0.24,158
"medium",0.61,142
"medium",0.83,137
"medium",0.88,275
"medium",0.61,245
"high",0.68,165
"low",0.51,142
"low",0.88,215
"low",0.94,240
"high",0.58,255
"low",0.63,265
"low",0.81,285
"low",0.61,238
"high",0.65,137
"low",0.67,270
"low",0.64,145
"low",0.25,182
"low",0.13,264
"low",0.14,212
"low",0.74,198
"low",0.8,200
"medium",0.5,263
"medium",0.69,249
"low",0.91,212
"low",0.8,159
"low",0.93,181
"low",0.57,100
"low",0.51,218
"low",0.98,178
"low",0.85,219
"low",0.73,239
"low",0.97,255
"low",0.52,163
"low",0.31,173
"low",0.49,147
"low",0.81,166
"low",0.52,209
"low",0.69,271
"low",0.7,253
"low",0.65,233
"low",0.54,194
"low",0.57,237
"low",0.78,238
"low",0.99,212
"low",0.57,189
"low",0.33,115
"low",0.97,159
"low",0.95,133
"low",0.69,225
"low",0.97,112
"low",0.4,111
"low",0.67,178
"low",0.96,178
"low",0.49,181
"low",0.56,139
"low",0.99,177
"low",0.49,270
"low",0.53,135
"low",0.75,166
"low",0.51,230
"medium",0.65,163
"medium",0.45,236
"medium",0.98,264
"medium",0.9,185
"medium",0.37,253
"medium",0.52,253
"medium",0.96,135
"medium",0.99,182
"medium",0.66,202
"medium",0.84,186
"medium",0.16,163
"medium",0.75,242
"high",0.52,160
"low",0.86,173
"medium",0.75,154
"medium",0.73,160
"medium",0.98,139
"medium",0.8,251
"low",0.18,176
"low",0.37,163
"low",0.97,257
"low",0.56,159
"low",0.32,183
"low",0.63,260
"low",0.36,151
