ID,sym_1,sym_2,sym_3,sym_4,sym_5,anger_1,anger_2,anger_3,anger_4,anger_5,SSOE_1,SSOE_2,SSOE_3,SSOE_4,SSOE_5,SSOE_6,WPSS_1,WPSS_2,WPSS_3,WPSS_4,WPSS_5,WPSS_6,GWPH_1,GWPH_2,GWPH_3,GWPH_4,GWPH_5,stability,onset,effort
442,7,7,7,7,6,1,1,1,1,1,4,3,4,4,4,2,100,100,100,100,100,100,90,70,70,90,91,1,1,0
443,1,6,6,6,6,1,2,3,1,1,2,2,2,4,2,2,90,90,90,91,90,93,87,86,91,85,85,0,0,0
444,7,7,7,7,7,1,1,1,1,1,5,1,4,4,4,1,100,100,100,100,100,100,100,100,100,100,100,0,0,0
445,7,7,7,7,7,1,1,1,1,1,3,2,2,4,4,4,100,100,100,100,100,100,100,100,100,100,100,1,0,1
446,6,5,6,6,6,4,6,4,1,6,4,2,3,3,3,3,100,100,100,100,100,100,100,100,100,100,100,1,0,1
447,7,5,7,7,5,1,1,1,1,1,5,4,5,6,3,5,100,91,89,96,100,98,90,87,50,75,66,0,1,0
448,3,5,4,5,5,4,4,4,2,5,4,5,5,3,3,2,91,100,100,69,80,70,59,54,60,60,71,0,1,0
449,6,7,6,6,6,1,4,1,1,1,6,6,6,7,4,7,100,100,100,100,81,91,71,91,61,70,82,0,0,1
450,4,3,3,4,5,7,3,6,4,5,6,4,5,5,7,5,95,94,87,100,82,93,77,97,77,97,91,0,1,1
451,4,4,5,5,4,5,3,5,3,4,3,3,4,5,4,4,64,66,69,68,70,69,58,56,48,73,58,0,0,1
452,7,7,7,7,7,1,1,1,1,2,4,4,5,5,2,4,92,100,100,100,69,69,100,100,100,100,100,0,1,1
453,7,6,6,6,6,3,2,2,1,1,7,7,7,7,5,6,33,90,89,90,90,91,70,70,81,79,64,0,1,1
454,6,6,6,6,6,4,5,4,3,4,3,3,3,3,3,4,91,67,73,74,84,84,71,72,69,80,76,1,1,1
455,6,6,6,6,4,2,2,2,2,2,7,7,7,7,7,5,70,69,90,98,61,80,96,90,80,80,82,0,1,1
456,7,7,7,7,6,1,1,1,1,1,7,4,7,5,4,4,100,100,100,100,100,100,70,100,50,100,78,0,0,0
457,7,7,7,7,7,1,1,1,1,1,7,4,4,5,5,5,79,80,90,82,80,81,80,90,50,70,80,1,0,0
458,4,4,4,4,5,3,2,3,1,3,5,6,5,5,5,5,82,81,87,74,81,81,90,95,86,84,84,1,1,1
459,6,5,5,4,2,1,4,2,1,3,2,2,3,3,3,3,90,90,100,60,90,80,80,70,60,60,69,0,1,0
460,6,4,4,4,4,4,2,2,1,2,4,4,4,4,4,4,100,96,100,100,100,100,100,100,74,100,100,1,1,1
461,7,6,7,7,7,2,1,2,2,1,2,3,2,5,3,2,97,97,94,98,97,94,97,99,97,94,99,1,0,1
462,5,6,6,5,4,3,2,2,1,2,3,1,2,4,1,1,100,91,91,91,80,79,71,76,69,81,85,0,0,0
463,6,4,6,6,4,5,5,5,3,5,5,5,5,5,5,5,79,55,61,82,85,63,63,75,63,85,84,0,1,0
464,6,5,6,5,6,4,3,3,1,3,5,4,5,5,4,4,80,60,80,90,80,91,100,100,91,100,100,0,0,1
465,7,7,7,7,1,1,1,1,1,1,7,6,6,7,7,7,97,98,100,99,98,98,100,100,99,98,100,0,0,0
466,4,3,4,4,4,3,3,4,3,4,3,3,5,5,5,4,80,75,84,78,83,84,88,84,90,90,90,1,1,1
467,6,5,6,6,6,1,2,2,1,2,6,6,6,6,4,6,92,90,95,39,93,90,100,99,97,100,100,0,1,1
468,7,7,7,7,7,4,3,3,2,5,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,0
469,4,3,4,4,4,2,2,3,2,4,3,1,5,4,4,1,95,75,96,65,96,96,86,66,66,85,86,1,1,1
470,6,6,6,6,6,1,1,1,1,2,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,1
471,7,7,7,6,6,1,1,2,1,2,4,4,4,5,1,1,100,100,100,100,60,60,91,90,100,100,89,1,0,1
472,7,6,7,7,4,4,6,4,3,6,5,3,5,5,3,3,100,100,100,100,100,100,100,100,100,100,100,1,1,1
473,6,6,6,7,6,2,3,3,1,3,5,1,6,6,6,5,100,100,100,85,100,94,77,70,62,76,76,1,0,0
474,5,6,6,6,5,1,1,1,1,1,4,1,4,4,4,1,100,100,100,100,99,99,100,100,60,100,100,1,0,0
475,4,6,6,4,3,5,5,6,4,5,5,2,4,3,2,2,100,100,99,90,100,90,91,90,81,100,100,1,0,1
476,3,5,6,4,5,6,6,3,2,7,6,1,4,5,2,1,100,100,100,100,91,91,91,100,91,100,100,1,1,1
477,5,3,4,5,5,6,4,7,3,5,3,5,5,4,5,4,90,50,65,72,65,78,88,61,66,64,52,0,1,1
478,6,5,5,5,4,5,5,5,4,5,5,5,5,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,1
479,6,6,6,4,4,2,4,2,2,2,5,5,5,5,4,4,71,69,71,71,71,59,61,70,70,60,58,0,0,0
480,4,7,6,7,4,2,1,2,1,2,4,4,4,5,4,5,70,70,70,70,80,80,70,50,50,70,80,1,0,0
481,5,2,5,6,4,5,3,4,4,4,6,6,6,6,5,5,62,70,77,58,77,83,75,68,71,76,60,0,1,1
482,7,7,7,7,7,1,1,1,1,1,4,1,4,5,1,4,100,100,100,100,100,100,100,100,81,100,100,1,0,1
483,5,4,7,5,3,1,1,2,1,2,5,5,5,5,3,4,100,93,93,100,100,100,90,83,84,83,78,1,1,1
484,5,4,4,4,6,4,4,5,3,5,3,3,4,4,4,3,81,80,91,100,90,81,100,100,90,100,100,0,1,1
485,4,6,5,4,3,5,5,5,3,5,3,3,4,4,2,3,100,100,100,100,100,100,100,94,84,75,89,1,0,0
486,5,4,6,6,5,1,3,2,1,2,1,1,2,3,3,3,90,91,90,93,92,93,86,82,71,85,92,1,1,0
487,7,4,7,6,4,5,6,5,4,6,6,6,6,4,4,4,100,100,100,100,100,100,97,98,97,100,100,0,1,1
488,5,7,5,5,5,1,1,1,1,1,6,5,6,6,6,5,100,100,100,90,100,100,100,100,100,100,100,0,1,0
489,6,6,6,6,4,1,1,1,1,1,4,5,5,5,2,3,70,73,81,75,75,77,80,80,38,83,73,0,1,0
490,4,5,4,4,6,4,2,2,3,2,5,5,5,7,6,6,100,100,100,100,100,100,100,90,100,100,100,1,1,0
491,6,5,6,6,4,2,2,3,3,4,7,6,6,7,7,7,79,80,80,60,80,80,80,75,76,80,81,0,1,0
492,5,4,4,4,4,5,6,5,3,7,5,4,5,4,5,5,100,100,100,91,100,90,90,90,96,100,90,0,1,1
493,6,3,5,5,4,2,3,3,1,3,3,4,4,5,2,4,100,98,100,97,94,97,100,97,100,100,100,0,0,1
494,5,3,5,6,6,5,5,5,5,5,3,3,3,5,6,4,100,100,100,100,100,100,100,100,100,100,100,1,1,1
495,6,6,6,6,1,3,2,2,1,2,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
496,6,6,4,7,5,4,5,6,5,6,4,5,6,7,6,5,74,85,78,92,82,90,78,90,75,89,83,1,0,1
497,5,6,5,4,5,1,1,2,1,3,4,4,5,5,5,4,70,60,80,50,80,91,80,80,50,80,81,1,1,0
498,4,5,3,4,4,4,4,5,5,6,3,2,4,4,3,4,89,74,91,89,88,92,98,85,92,93,89,1,1,1
499,4,6,6,6,6,5,6,3,4,7,6,2,7,7,7,6,100,100,100,100,100,100,100,100,70,100,100,1,1,1
500,4,5,5,5,3,4,4,2,4,3,6,5,5,5,6,6,66,64,68,71,86,68,71,70,74,71,73,0,0,0
501,7,7,7,6,7,3,6,6,1,5,5,3,5,6,6,4,100,100,100,100,100,100,100,100,91,100,100,1,0,1
502,4,5,5,4,3,4,5,5,1,5,3,3,4,5,2,4,100,100,100,100,100,100,100,100,70,100,100,0,1,0
503,6,5,6,6,7,3,3,3,2,3,2,2,4,4,5,6,69,82,72,60,76,83,81,76,82,86,88,1,0,0
504,6,6,6,6,6,6,6,3,6,3,5,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,1,1
505,7,6,7,7,6,1,1,1,1,3,6,6,6,5,4,4,60,70,90,81,91,100,100,100,91,91,100,0,1,1
506,6,7,6,6,6,1,1,1,1,1,7,7,7,7,7,7,96,96,96,97,97,96,98,99,96,96,98,0,1,1
507,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,4,100,100,100,100,100,100,40,100,96,100,100,0,0,0
508,4,3,5,5,3,3,2,3,3,4,3,3,5,5,3,3,80,72,70,78,91,77,65,60,82,40,60,0,0,0
509,5,5,5,3,3,2,1,3,2,4,4,3,6,6,6,5,70,60,54,90,100,80,81,70,60,81,100,1,1,0
510,6,3,5,6,6,5,6,5,3,7,5,6,6,6,3,5,100,100,100,100,100,100,100,100,100,90,100,0,1,1
511,5,4,4,5,5,6,5,5,3,6,6,6,6,6,6,6,90,95,95,100,92,93,92,91,89,92,93,0,1,1
512,7,6,6,6,6,4,6,5,2,5,6,5,6,6,5,6,100,100,100,87,90,92,70,76,86,95,83,1,0,0
513,7,7,7,7,7,1,1,1,1,1,4,4,4,4,4,4,91,90,90,91,92,91,100,100,100,100,100,1,0,0
514,5,4,6,5,4,3,1,4,2,2,3,3,4,4,1,2,89,100,100,8,75,86,69,67,50,57,70,1,0,0
515,5,5,5,5,5,2,2,2,1,4,3,2,2,3,4,3,100,100,100,97,96,98,87,88,66,84,79,0,1,1
516,7,6,7,7,7,4,2,2,1,4,6,3,6,6,4,4,100,100,100,100,100,100,80,60,90,90,80,0,1,0
517,6,6,5,5,6,1,2,1,1,2,2,1,1,3,4,4,70,90,97,60,92,91,80,80,81,73,70,1,1,0
518,6,7,6,6,4,5,6,3,4,5,4,5,5,5,4,4,95,96,100,100,95,95,95,96,55,76,76,1,1,0
519,7,4,7,7,7,5,5,5,1,5,7,7,7,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,0,1
520,5,5,5,5,5,4,5,5,3,5,3,3,4,5,4,3,70,71,70,72,71,71,70,70,52,70,70,1,0,0
521,6,6,6,6,6,1,1,2,1,2,7,7,7,7,7,7,92,90,90,100,100,100,100,100,100,100,100,0,0,1
522,4,5,5,5,3,6,6,6,4,6,4,5,5,6,4,4,91,91,90,91,90,80,81,81,70,70,81,0,1,1
523,5,4,5,5,4,5,4,4,3,6,3,1,4,4,3,2,100,92,100,100,97,91,90,90,95,99,95,1,1,0
524,5,5,5,5,5,5,6,5,4,6,4,4,4,4,5,3,99,94,94,95,95,95,100,96,96,97,99,1,1,1
525,5,5,7,3,5,2,2,1,1,3,2,1,7,5,4,2,100,100,100,100,100,100,100,100,90,100,100,1,0,1
526,6,4,6,4,4,4,4,4,4,4,7,7,7,7,7,5,82,76,97,100,92,97,87,95,98,97,92,1,0,0
527,7,6,7,7,7,2,5,3,1,3,4,2,4,3,4,2,100,100,100,100,100,100,96,100,92,100,100,1,0,1
528,5,7,5,6,4,6,5,5,3,6,5,5,5,3,5,5,100,100,100,100,100,100,90,80,70,100,91,0,1,1
529,7,5,7,7,6,3,2,3,1,5,2,1,2,4,5,3,100,100,100,100,100,100,100,100,91,100,100,1,0,0
530,6,4,2,5,6,7,6,4,2,7,5,4,6,6,2,4,91,70,100,100,80,80,81,70,70,59,71,0,1,1
531,5,6,6,4,4,5,5,5,2,5,4,5,4,5,3,5,64,55,77,85,83,88,60,66,51,79,56,0,1,1
532,6,6,6,6,6,2,2,2,2,2,6,2,6,6,6,3,0,100,100,100,100,100,100,100,100,100,100,0,1,1
533,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,62,89,96,84,87,94,94,0,1,0
534,7,7,7,7,7,1,1,1,1,1,7,7,7,7,3,3,100,100,100,100,100,100,69,80,79,90,100,1,1,0
535,5,6,7,6,4,1,1,1,1,1,5,3,4,3,1,3,100,81,91,100,100,100,100,90,81,100,100,1,0,0
536,4,7,5,6,3,1,2,2,1,2,2,1,3,4,5,3,84,71,78,67,86,90,72,67,59,80,64,1,0,1
537,5,5,5,5,5,3,4,4,2,4,3,3,3,3,3,3,100,100,100,100,100,100,100,100,100,100,100,0,1,1
538,5,4,6,5,5,5,5,5,5,5,5,5,5,5,4,5,100,100,100,80,100,100,81,71,50,100,100,1,0,1
539,6,6,5,3,5,1,1,2,2,2,5,4,5,4,3,3,100,100,100,100,100,100,100,100,91,100,99,0,1,0
540,7,7,7,7,7,1,1,1,1,1,3,1,5,5,5,2,100,100,100,100,100,100,100,100,100,100,100,1,0,0
541,7,7,7,7,7,1,1,1,1,1,5,1,5,6,2,2,100,100,100,100,100,100,100,100,100,100,100,0,0,1
542,5,6,6,6,4,1,1,1,1,1,7,4,7,6,4,1,81,80,82,91,91,58,80,91,89,90,87,0,0,0
543,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,6,90,89,88,90,90,90,90,90,89,93,89,1,1,0
544,7,7,7,7,7,1,2,2,3,7,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
545,4,5,5,4,3,5,5,4,4,6,3,4,4,4,4,4,70,81,70,71,70,60,60,60,60,80,80,1,1,1
546,3,3,4,4,4,3,6,4,4,5,5,4,4,4,4,4,70,72,90,81,81,79,70,80,81,90,90,1,0,1
547,5,4,5,4,3,3,4,4,5,5,6,6,6,7,5,6,98,91,91,92,79,84,83,95,89,82,96,1,1,1
548,2,5,5,4,3,4,2,3,2,3,3,3,5,4,4,4,87,90,85,90,73,73,75,65,60,79,73,1,1,0
549,5,4,4,5,4,4,5,4,5,4,6,5,5,5,5,4,76,68,72,68,69,70,72,69,73,73,74,1,1,1
550,6,4,6,6,4,2,2,2,1,2,2,2,2,3,3,2,90,91,90,90,90,90,90,80,70,80,90,1,0,1
551,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,81,100,0,0,1
552,7,7,7,7,7,2,2,1,1,2,6,4,5,6,4,4,69,71,82,95,91,93,100,100,81,90,100,0,0,1
553,7,7,7,7,4,2,2,2,2,3,6,6,6,6,7,4,100,100,100,100,100,100,91,80,71,90,70,1,1,1
554,6,6,7,5,6,2,3,2,1,4,5,2,4,4,3,2,90,70,100,80,70,71,71,66,46,71,80,1,0,1
555,5,5,4,5,2,4,5,4,2,6,6,6,6,4,2,2,67,80,73,70,72,76,66,59,59,63,59,0,1,1
556,7,7,7,7,7,1,2,1,1,2,4,4,4,4,2,3,83,94,97,87,86,80,90,90,88,91,89,0,0,0
557,4,4,3,4,4,4,3,3,2,3,3,3,3,4,5,4,90,79,72,70,63,81,68,76,63,86,85,1,0,1
558,6,5,6,6,6,4,5,5,3,5,2,2,4,4,4,6,100,100,100,100,100,100,100,100,100,100,100,1,0,0
559,4,6,5,4,5,2,2,2,1,3,5,3,4,5,3,4,90,81,80,100,80,80,70,50,70,80,60,1,0,0
560,5,5,5,5,5,4,6,5,4,6,4,4,4,4,4,4,100,100,100,100,100,99,100,100,90,90,100,0,0,0
561,4,7,4,6,7,2,5,2,2,4,7,7,7,7,7,7,88,74,86,100,100,100,95,100,100,100,100,0,1,0
562,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,90,100,100,0,0,0
563,5,6,6,6,4,1,4,1,1,3,3,2,2,4,3,2,71,90,90,94,89,91,93,90,90,91,94,1,0,0
564,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,91,100,100,1,1,0
565,7,7,7,7,7,1,2,1,1,1,1,2,2,6,5,5,100,100,100,100,100,100,100,100,100,100,100,1,0,0
566,6,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,94,98,100,90,98,100,100,99,100,100,0,0,0
567,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
568,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
569,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
570,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
571,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
572,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,0
573,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,0
574,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,0
575,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
576,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
577,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
578,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
579,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,0
580,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,0
581,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,0
582,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,0
583,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,1
584,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,1
585,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,1
586,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,1
587,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,99,99,100,100,100,1,0,0
588,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,99,100,100,100,100,100,100,100,100,100,100,0,1,0
589,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,99,100,100,100,100,100,100,100,100,100,0,0,0
590,6,6,6,3,6,2,3,3,1,2,7,7,7,7,7,5,100,89,99,100,100,100,100,100,100,100,100,0,1,1
591,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,100,100,100,100,100,99,99,100,100,100,99,1,0,1
592,7,7,7,7,7,1,1,2,1,4,3,3,3,4,4,3,100,100,100,100,100,100,100,100,92,100,100,1,1,1
593,4,2,5,4,4,3,3,3,2,4,4,2,3,6,4,3,81,92,91,60,100,90,80,73,88,90,91,1,0,0
594,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,90,98,98,99,100,100,100,100,99,100,100,0,0,1
595,5,4,5,5,4,6,7,3,1,7,6,2,5,4,4,4,100,100,100,100,100,100,100,60,72,100,100,1,1,1
596,5,6,4,4,3,3,4,5,2,5,4,4,5,6,2,6,92,68,60,72,65,60,70,60,60,60,69,0,1,0
597,7,6,6,6,1,1,5,1,1,1,6,5,6,7,6,6,86,74,84,90,78,95,95,91,95,88,96,0,0,0
598,6,6,6,6,6,1,1,1,1,1,7,6,7,7,7,6,91,91,91,91,91,91,90,90,90,90,90,1,0,0
599,7,7,7,7,7,2,3,5,2,2,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
600,5,7,6,6,5,6,5,6,2,6,4,5,6,6,6,6,95,85,80,98,100,97,75,95,65,100,100,0,0,1
601,5,5,5,5,5,2,2,2,2,2,6,6,6,6,6,6,79,77,80,79,78,78,78,78,77,79,75,0,0,1
602,5,5,7,3,4,4,3,2,4,4,6,5,6,6,4,5,61,76,82,64,75,69,62,75,57,60,84,0,0,1
603,7,7,7,7,7,1,1,2,1,2,6,1,4,6,3,1,100,100,100,100,100,100,100,100,100,100,100,1,0,1
604,7,7,7,7,7,1,1,1,1,1,2,2,5,5,4,3,100,100,100,100,100,100,90,86,100,100,96,1,1,0
605,7,7,7,7,5,4,3,3,4,5,7,7,7,7,5,6,100,100,100,100,100,100,100,100,100,100,100,1,1,1
606,5,5,5,5,3,3,5,4,2,2,5,5,6,6,5,6,81,81,86,87,78,90,75,71,69,62,62,1,0,1
607,7,7,7,7,4,1,1,1,1,1,6,7,5,6,6,6,76,67,94,87,80,91,76,89,86,72,71,0,1,0
608,7,5,7,5,4,1,2,2,4,1,5,6,5,6,5,1,72,66,82,100,67,74,50,50,76,67,79,1,0,0
609,5,5,5,5,3,6,3,5,5,4,6,6,6,7,6,6,85,79,82,94,84,88,91,83,88,94,80,0,1,0
610,7,7,6,7,6,4,5,5,2,5,1,6,6,7,6,6,100,100,100,100,100,100,100,100,100,100,100,0,0,0
611,7,7,7,7,7,1,1,1,1,1,4,4,4,4,3,3,100,100,100,100,100,100,100,100,100,100,100,0,0,0
612,7,7,7,7,7,1,1,1,1,1,3,3,3,3,6,4,100,100,100,100,100,100,100,100,100,100,100,1,0,1
613,6,6,6,6,6,4,7,3,5,5,5,4,6,7,3,6,100,100,100,94,100,100,100,97,93,91,93,1,1,1
614,6,6,7,6,4,5,3,3,4,4,2,2,2,4,5,3,100,100,100,100,100,100,100,100,81,100,100,1,1,1
615,6,5,6,6,6,1,1,1,1,1,7,7,7,7,1,7,100,100,100,100,100,100,100,100,100,100,100,0,0,0
616,7,7,7,7,5,3,4,4,4,3,4,2,5,5,4,2,80,100,100,80,100,91,91,91,100,100,90,1,0,0
617,7,7,7,7,4,1,1,1,1,1,7,7,7,7,4,7,100,100,100,100,100,100,100,100,52,100,100,0,0,0
618,7,7,7,7,7,1,1,1,1,1,3,2,4,6,5,2,100,100,86,100,100,100,100,100,96,100,100,0,1,1
619,7,6,7,5,6,4,3,4,2,4,4,2,4,4,6,4,80,69,80,75,91,93,90,95,98,86,87,1,0,0
620,6,7,7,7,2,1,5,1,1,3,7,7,7,7,7,7,100,90,91,100,95,97,100,100,100,100,100,0,0,1
621,5,3,5,7,5,4,6,6,4,6,6,5,7,5,6,5,84,91,94,85,79,85,83,89,94,83,91,1,0,0
622,7,6,7,7,7,1,1,2,1,3,6,1,5,5,2,1,100,100,100,100,100,100,100,100,100,100,100,0,0,0
623,7,7,7,7,6,1,3,1,1,3,6,6,6,7,7,7,99,50,100,91,92,99,100,99,100,100,100,0,0,1
624,6,7,7,7,7,2,2,2,1,2,3,3,3,4,4,3,100,97,97,100,99,100,100,100,100,100,100,1,0,0
625,6,7,7,7,7,2,1,1,1,3,7,7,7,7,7,7,83,100,100,80,97,100,100,100,100,100,100,0,1,0
626,5,6,5,6,4,3,4,3,1,4,4,3,3,4,2,4,64,85,85,20,100,75,86,66,66,66,87,1,0,0
627,7,7,7,7,7,2,5,1,1,4,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
628,5,6,7,6,4,4,3,3,1,4,7,7,7,7,7,7,98,98,98,98,98,98,93,99,96,99,100,0,1,1
629,7,6,7,6,6,2,3,2,1,3,3,3,3,3,3,4,100,90,90,100,100,90,100,100,100,100,100,1,1,0
630,5,5,5,4,4,5,5,6,3,6,5,2,6,5,2,4,90,70,81,60,80,70,81,60,50,71,81,1,1,1
631,6,7,7,6,5,1,1,1,1,1,6,7,7,5,4,5,80,91,98,91,97,98,75,90,50,88,86,0,0,0
632,4,6,6,4,1,2,2,3,1,3,3,4,5,4,2,3,90,90,80,80,91,90,81,70,80,80,70,1,0,0
633,7,7,7,7,7,1,7,1,1,7,4,4,4,6,6,6,70,86,100,100,100,97,86,87,83,94,76,1,0,0
634,6,5,6,6,4,1,1,2,1,2,4,4,4,4,4,4,100,100,100,100,100,100,100,100,100,100,100,0,0,0
635,6,7,6,6,3,1,1,1,1,1,5,5,6,5,2,4,100,100,100,100,100,100,100,100,100,100,100,0,0,1
636,4,6,6,5,5,2,3,2,2,3,6,7,6,7,4,6,91,56,56,100,85,69,70,70,89,64,76,0,1,0
637,7,7,7,7,7,1,1,1,1,5,5,1,5,5,4,1,100,100,100,100,100,100,100,100,97,100,100,1,0,1
638,7,7,7,7,7,4,4,3,3,4,4,4,4,7,7,4,100,100,100,100,100,100,100,100,100,100,100,0,0,1
639,5,4,5,4,3,4,4,5,2,4,4,3,4,5,5,3,81,91,80,81,91,79,66,63,49,69,76,1,0,1
640,7,7,7,7,7,1,1,1,1,2,7,7,7,7,7,4,100,100,100,100,100,100,100,100,50,100,100,1,0,1
641,7,4,7,6,5,2,7,6,4,5,5,4,6,3,3,2,81,89,78,92,95,96,80,89,85,90,93,1,1,1
642,6,7,7,7,7,1,1,2,1,2,7,7,7,7,7,7,100,100,100,100,100,100,100,100,90,90,100,0,0,1
643,6,7,6,6,6,4,1,5,4,7,4,3,5,6,4,1,100,100,100,100,100,100,85,90,100,100,100,0,0,0
644,6,6,6,6,6,4,4,6,4,4,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,1,1
645,6,6,6,6,5,5,3,5,2,5,4,2,3,5,2,3,100,100,100,100,100,100,91,100,96,91,92,0,1,1
646,7,7,7,7,7,2,1,2,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
647,7,7,7,7,7,1,1,2,1,2,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,1
648,7,7,7,7,1,1,1,1,1,1,4,2,4,5,4,5,100,100,100,100,100,100,100,100,100,100,100,0,0,0
649,7,7,7,7,7,2,6,3,2,4,4,4,6,5,4,4,100,100,100,100,100,100,100,100,96,100,100,0,0,0
650,7,6,7,6,4,1,1,1,1,1,6,5,6,6,7,5,76,90,96,100,66,67,100,79,79,92,89,0,1,0
651,5,7,7,7,7,1,7,4,2,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
652,6,6,6,5,5,2,2,3,1,2,4,2,4,4,4,3,100,100,100,100,100,100,80,81,61,90,91,1,0,0
653,7,6,4,1,6,1,3,2,3,5,5,3,2,4,5,4,100,100,100,100,100,100,100,100,100,100,100,1,1,0
654,6,6,6,7,3,5,4,5,3,6,6,2,7,5,3,2,96,99,99,100,100,100,91,96,95,67,77,0,0,1
655,5,5,5,5,4,3,6,4,3,5,6,6,6,5,5,5,70,75,70,80,80,70,75,70,65,80,70,1,1,0
656,5,5,6,6,6,3,3,4,2,4,6,4,5,5,4,6,78,74,77,87,65,70,84,75,49,60,63,0,0,0
657,7,7,7,7,7,1,1,1,1,5,7,7,7,7,7,7,100,100,100,100,100,100,100,100,91,100,91,1,1,0
658,6,6,6,6,6,2,2,2,1,2,5,1,2,6,3,3,100,100,100,100,100,100,80,80,70,91,91,1,0,1
659,7,7,7,7,7,3,5,1,3,5,5,4,6,7,3,2,100,100,100,100,100,100,96,100,84,100,95,1,1,0
660,7,6,7,6,7,2,5,5,1,7,6,6,7,7,7,2,100,100,100,81,100,100,100,100,100,100,100,0,1,0
661,5,5,5,5,4,4,3,4,3,4,5,4,5,5,4,4,74,60,81,68,81,80,66,63,55,64,63,0,1,1
662,6,6,6,7,6,2,5,2,2,4,7,7,7,7,7,7,85,86,90,88,88,100,93,88,99,98,99,0,0,0
663,7,7,7,7,7,2,2,3,2,4,5,2,6,6,4,5,88,82,88,88,86,90,92,93,96,96,99,1,0,1
